year,label_grouping,santa_clara_county_californiaestimate,santa_clara_county_californiapercent,montgomery_county_marylandestimate,montgomery_county_marylandpercent,wake_county_north_carolinaestimate,wake_county_north_carolinapercent,davidson_county_tennesseeestimate,davidson_county_tennesseepercent,dallas_county_texasestimate,dallas_county_texaspercent,fairfax_county_virginiaestimate,fairfax_county_virginiapercent,loudoun_county_virginiaestimate,loudoun_county_virginiapercent,unnamed_16,unnamed_17,unnamed_18,unnamed_19,unnamed_20,unnamed_21,unnamed_22
2023,Sales and office occupations,"144,739",14.30%,"78,791",13.90%,"113,520",17.60%,"67,601",16.50%,"266,679",19.80%,"88,548",14.40%,"33,534",14.20%,,,,,,,
2023,"Natural resources, construction, and maintenance occupations","53,674",5.30%,"35,768",6.30%,"31,263",4.80%,"26,848",6.60%,"145,353",10.80%,"27,874",4.50%,"10,700",4.50%,,,,,,,
2023,"Production, transportation, and material moving occupations","77,570",7.70%,"31,200",5.50%,"44,576",6.90%,"44,147",10.80%,"192,657",14.30%,"34,652",5.60%,"13,596",5.70%,,,,,,,
2023,INDUSTRY,,,,,,,,,,,,,,,,,,,,,
2023,Civilian employed population 16 years and over,"1,011,709","1,011,709","567,498","567,498","646,091","646,091","409,433","409,433","1,348,084","1,348,084","614,947","614,947","236,508","236,508",,,,,,,
2023,"Agriculture, forestry, fishing and hunting, and mining","4,169",0.40%,708,0.10%,"4,335",0.70%,559,0.10%,"7,435",0.60%,746,0.10%,"1,004",0.40%,,,,,,,
2023,Construction,"48,027",4.70%,"36,995",6.50%,"37,231",5.80%,"26,361",6.40%,"138,826",10.30%,"36,701",6.00%,"12,244",5.20%,,,,,,,
2023,Manufacturing,"168,110",16.60%,"19,714",3.50%,"60,707",9.40%,"28,443",6.90%,"108,022",8.00%,"20,035",3.30%,"9,679",4.10%,,,,,,,
2023,Wholesale trade,"11,175",1.10%,"5,818",1.00%,"12,565",1.90%,"8,054",2.00%,"29,520",2.20%,"4,439",0.70%,"2,455",1.00%,,,,,,,
2023,Retail trade,"76,515",7.60%,"40,862",7.20%,"58,675",9.10%,"34,112",8.30%,"138,522",10.30%,"45,134",7.30%,"17,510",7.40%,,,,,,,
2023,"Transportation and warehousing, and utilities","34,310",3.40%,"18,895",3.30%,"24,199",3.70%,"24,012",5.90%,"104,371",7.70%,"26,588",4.30%,"8,653",3.70%,,,,,,,
2023,Information,"64,861",6.40%,"12,258",2.20%,"13,567",2.10%,"14,674",3.60%,"28,854",2.10%,"14,053",2.30%,"8,348",3.50%,,,,,,,
2023,"Finance and insurance, and real estate and rental and leasing","40,159",4.00%,"34,992",6.20%,"56,725",8.80%,"27,062",6.60%,"122,626",9.10%,"43,996",7.20%,"18,448",7.80%,,,,,,,
2023,"Professional, scientific, and management, and administrative and waste management services","231,469",22.90%,"131,786",23.20%,"151,009",23.40%,"65,503",16.00%,"216,865",16.10%,"163,081",26.50%,"75,143",31.80%,,,,,,,
2023,"Educational services, and health care and social assistance","195,653",19.30%,"120,758",21.30%,"125,507",19.40%,"98,329",24.00%,"246,327",18.30%,"108,458",17.60%,"40,789",17.20%,,,,,,,
2023,"Arts, entertainment, and recreation, and accommodation and food services","73,141",7.20%,"45,346",8.00%,"45,111",7.00%,"45,677",11.20%,"109,894",8.20%,"48,764",7.90%,"11,851",5.00%,,,,,,,
2023,"Other services, except public administration","37,796",3.70%,"39,719",7.00%,"27,417",4.20%,"22,709",5.50%,"65,291",4.80%,"34,376",5.60%,"12,697",5.40%,,,,,,,
2023,Public administration,"26,324",2.60%,"59,647",10.50%,"29,043",4.50%,"13,938",3.40%,"31,531",2.30%,"68,576",11.20%,"17,687",7.50%,,,,,,,
2023,CLASS OF WORKER,,,,,,,,,,,,,,,,,,,,,
2023,Civilian employed population 16 years and over,"1,011,709","1,011,709","567,498","567,498","646,091","646,091","409,433","409,433","1,348,084","1,348,084","614,947","614,947","236,508","236,508",,,,,,,
2023,Private wage and salary workers,"860,120",85.00%,"405,690",71.50%,"532,252",82.40%,"337,335",82.40%,"1,121,262",83.20%,"454,830",74.00%,"185,840",78.60%,,,,,,,
2023,Government workers,"99,926",9.90%,"122,027",21.50%,"82,497",12.80%,"43,612",10.70%,"139,121",10.30%,"126,923",20.60%,"39,592",16.70%,,,,,,,
2023,Self-employed in own not incorporated business workers,"49,539",4.90%,"38,503",6.80%,"31,201",4.80%,"28,339",6.90%,"85,616",6.40%,"32,182",5.20%,"10,780",4.60%,,,,,,,
2023,Unpaid family workers,"2,124",0.20%,"1,278",0.20%,141,0.00%,147,0.00%,"2,085",0.20%,"1,012",0.20%,296,0.10%,,,,,,,
2023,INCOME AND BENEFITS (IN 2023 INFLATION-ADJUSTED DOLLARS),,,,,,,,,,,,,,,,,,,,,
2023,Total households,"665,549","665,549","392,629","392,629","481,294","481,294","341,597","341,597","993,312","993,312","414,946","414,946","145,601","145,601",,,,,,,
2023,"Less than $10,000","22,282",3.30%,"16,105",4.10%,"15,595",3.20%,"17,094",5.00%,"48,597",4.90%,"8,622",2.10%,"3,379",2.30%,,,,,,,
2023,"$10,000 to $14,999","11,263",1.70%,"6,678",1.70%,"8,958",1.90%,"10,513",3.10%,"27,899",2.80%,"5,605",1.40%,"1,426",1.00%,,,,,,,
2023,"$15,000 to $24,999","20,089",3.00%,"10,853",2.80%,"18,048",3.70%,"16,918",5.00%,"57,480",5.80%,"10,908",2.60%,"3,611",2.50%,,,,,,,
2023,"$25,000 to $34,999","21,491",3.20%,"11,553",2.90%,"22,623",4.70%,"18,573",5.40%,"64,556",6.50%,"13,987",3.40%,"2,229",1.50%,,,,,,,
2023,"$35,000 to $49,999","32,937",4.90%,"26,268",6.70%,"40,888",8.50%,"38,585",11.30%,"106,491",10.70%,"18,878",4.50%,"4,403",3.00%,,,,,,,
2023,"$50,000 to $74,999","57,176",8.60%,"44,848",11.40%,"70,229",14.60%,"58,570",17.10%,"195,483",19.70%,"38,654",9.30%,"7,923",5.40%,,,,,,,
2023,"$75,000 to $99,999","56,102",8.40%,"41,117",10.50%,"56,923",11.80%,"45,825",13.40%,"126,828",12.80%,"44,602",10.70%,"12,961",8.90%,,,,,,,
2023,"$100,000 to $149,999","101,040",15.20%,"67,270",17.10%,"91,789",19.10%,"63,531",18.60%,"173,650",17.50%,"77,656",18.70%,"25,475",17.50%,,,,,,,
2023,"$150,000 to $199,999","79,981",12.00%,"50,119",12.80%,"57,699",12.00%,"29,515",8.60%,"79,472",8.00%,"57,967",14.00%,"21,508",14.80%,,,,,,,
2023,"$200,000 or more","263,188",39.50%,"117,818",30.00%,"98,542",20.50%,"42,473",12.40%,"112,856",11.40%,"138,067",33.30%,"62,686",43.10%,,,,,,,
2023,Median household income (dollars),"154,954",(X),"125,371",(X),"102,918",(X),"80,379",(X),"74,350",(X),"141,553",(X),"174,148",(X),,,,,,,
2023,Mean household income (dollars),"216,363",(X),"170,992",(X),"135,778",(X),"114,173",(X),"110,409",(X),"182,771",(X),"208,242",(X),,,,,,,
2023,With earnings,"563,853",84.70%,"329,080",83.80%,"406,343",84.40%,"292,622",85.70%,"854,075",86.00%,"353,866",85.30%,"129,239",88.80%,,,,,,,
2023,Mean earnings (dollars),"223,711",(X),"167,646",(X),"138,627",(X),"113,820",(X),"109,760",(X),"177,495",(X),"208,422",(X),,,,,,,
2023,With Social Security,"155,445",23.40%,"100,672",25.60%,"105,907",22.00%,"74,608",21.80%,"213,158",21.50%,"97,764",23.60%,"28,586",19.60%,,,,,,,
2023,Mean Social Security income (dollars),"26,059",(X),"27,180",(X),"26,429",(X),"23,819",(X),"22,006",(X),"28,012",(X),"27,111",(X),,,,,,,
2023,With retirement income,"118,883",17.90%,"94,061",24.00%,"102,454",21.30%,"60,481",17.70%,"157,935",15.90%,"100,874",24.30%,"27,778",19.10%,,,,,,,
2023,Mean retirement income (dollars),"41,485",(X),"54,634",(X),"32,232",(X),"29,419",(X),"30,366",(X),"55,053",(X),"45,669",(X),,,,,,,
2023,With Supplemental Security Income,"27,693",4.20%,"11,770",3.00%,"11,370",2.40%,"13,235",3.90%,"40,416",4.10%,"8,547",2.10%,"3,837",2.60%,,,,,,,
2023,Mean Supplemental Security Income (dollars),"10,945",(X),"9,683",(X),"12,241",(X),"10,104",(X),"9,636",(X),"9,312",(X),"11,216",(X),,,,,,,
2023,With cash public assistance income,"17,387",2.60%,"6,535",1.70%,"3,790",0.80%,"5,686",1.70%,"17,316",1.70%,"4,872",1.20%,"1,520",1.00%,,,,,,,
2023,Mean cash public assistance income (dollars),"5,954",(X),"4,041",(X),"3,081",(X),"2,765",(X),"4,003",(X),"2,815",(X),"2,537",(X),,,,,,,
2023,With Food Stamp/SNAP benefits in the past 12 months,"49,194",7.40%,"26,023",6.60%,"27,309",5.70%,"24,726",7.20%,"97,264",9.80%,"19,350",4.70%,"4,209",2.90%,,,,,,,
2023,Families,"456,501","456,501","263,459","263,459","309,135","309,135","178,839","178,839","607,784","607,784","289,913","289,913","111,155","111,155",,,,,,,
2023,"Less than $10,000","7,526",1.60%,"6,677",2.50%,"4,878",1.60%,"5,236",2.90%,"17,202",2.80%,"3,276",1.10%,"1,585",1.40%,,,,,,,
2023,"$10,000 to $14,999","4,293",0.90%,"1,969",0.70%,"2,953",1.00%,"4,840",2.70%,"9,813",1.60%,"1,727",0.60%,473,0.40%,,,,,,,
2023,"$15,000 to $24,999","10,105",2.20%,"4,498",1.70%,"5,484",1.80%,"5,604",3.10%,"28,131",4.60%,"4,504",1.60%,"2,360",2.10%,,,,,,,
2023,"$25,000 to $34,999","12,142",2.70%,"5,367",2.00%,"8,999",2.90%,"8,995",5.00%,"34,970",5.80%,"8,133",2.80%,"1,389",1.20%,,,,,,,
2023,"$35,000 to $49,999","19,734",4.30%,"13,649",5.20%,"19,075",6.20%,"14,500",8.10%,"61,594",10.10%,"10,635",3.70%,"2,062",1.90%,,,,,,,
2023,"$50,000 to $74,999","33,343",7.30%,"24,195",9.20%,"35,302",11.40%,"24,292",13.60%,"106,898",17.60%,"21,760",7.50%,"4,645",4.20%,,,,,,,
2023,"$75,000 to $99,999","36,245",7.90%,"25,312",9.60%,"30,105",9.70%,"25,711",14.40%,"79,876",13.10%,"26,674",9.20%,"7,721",6.90%,,,,,,,
2023,"$100,000 to $149,999","68,281",15.00%,"44,040",16.70%,"68,214",22.10%,"37,464",20.90%,"121,517",20.00%,"49,505",17.10%,"16,900",15.20%,,,,,,,
2023,"$150,000 to $199,999","56,631",12.40%,"36,736",13.90%,"46,571",15.10%,"20,043",11.20%,"54,993",9.00%,"44,479",15.30%,"17,910",16.10%,,,,,,,
2023,"$200,000 or more","208,201",45.60%,"101,016",38.30%,"87,554",28.30%,"32,154",18.00%,"92,790",15.30%,"119,220",41.10%,"56,110",50.50%,,,,,,,
2023,Median family income (dollars),"180,702",(X),"158,083",(X),"134,745",(X),"100,269",(X),"87,680",(X),"170,061",(X),"201,042",(X),,,,,,,
2023,Mean family income (dollars),"246,374",(X),"201,695",(X),"165,140",(X),"136,756",(X),"130,160",(X),"210,434",(X),"230,671",(X),,,,,,,
2023,Per capita income (dollars),"77,969",(X),"64,527",(X),"54,866",(X),"51,804",(X),"42,206",(X),"67,693",(X),"70,055",(X),,,,,,,
2023,Nonfamily households,"209,048","209,048","129,170","129,170","172,159","172,159","162,758","162,758","385,528","385,528","125,033","125,033","34,446","34,446",,,,,,,
2023,Median nonfamily income (dollars),"98,601",(X),"76,510",(X),"60,786",(X),"60,184",(X),"56,044",(X),"92,121",(X),"101,752",(X),,,,,,,
2023,Mean nonfamily income (dollars),"141,178",(X),"100,728",(X),"78,955",(X),"83,038",(X),"74,763",(X),"111,778",(X),"127,754",(X),,,,,,,
2023,Median earnings for workers (dollars),"74,436",(X),"62,806",(X),"56,616",(X),"50,252",(X),"44,514",(X),"69,822",(X),"81,353",(X),,,,,,,
2023,"Median earnings for male full-time, year-round workers (dollars)","122,066",(X),"90,514",(X),"83,315",(X),"65,917",(X),"56,826",(X),"103,726",(X),"123,397",(X),,,,,,,
2023,"Median earnings for female full-time, year-round workers (dollars)","91,782",(X),"80,199",(X),"62,224",(X),"60,678",(X),"51,391",(X),"82,369",(X),"83,650",(X),,,,,,,
2023,HEALTH INSURANCE COVERAGE,,,,,,,,,,,,,,,,,,,,,
2023,Civilian noninstitutionalized population,"1,867,203","1,867,203","1,048,986","1,048,986","1,182,147","1,182,147","707,932","707,932","2,587,702","2,587,702","1,126,823","1,126,823","434,275","434,275",,,,,,,
2023,With health insurance coverage,"1,790,486",95.90%,"975,702",93.00%,"1,102,746",93.30%,"630,578",89.10%,"2,037,927",78.80%,"1,056,949",93.80%,"413,774",95.30%,,,,,,,
2023,With private health insurance,"1,419,156",76.00%,"798,618",76.10%,"929,765",78.70%,"496,029",70.10%,"1,494,028",57.70%,"918,000",81.50%,"373,617",86.00%,,,,,,,
2023,With public coverage,"526,231",28.20%,"318,306",30.30%,"284,269",24.00%,"203,021",28.70%,"712,898",27.50%,"283,808",25.20%,"77,031",17.70%,,,,,,,
2023,No health insurance coverage,"76,717",4.10%,"73,284",7.00%,"79,401",6.70%,"77,354",10.90%,"549,775",21.20%,"69,874",6.20%,"20,501",4.70%,,,,,,,
2023,Civilian noninstitutionalized population under 19 years,"401,269","401,269","251,784","251,784","284,762","284,762","153,271","153,271","678,959","678,959","273,143","273,143","121,223","121,223",,,,,,,
2023,No health insurance coverage,"9,106",2.30%,"11,093",4.40%,"12,308",4.30%,"14,355",9.40%,"110,773",16.30%,"11,418",4.20%,"2,682",2.20%,,,,,,,
2023,Civilian noninstitutionalized population 19 to 64 years,"1,182,651","1,182,651","613,760","613,760","740,419","740,419","461,496","461,496","1,596,852","1,596,852","677,945","677,945","263,994","263,994",,,,,,,
2023,In labor force:,"973,990","973,990","524,870","524,870","621,412","621,412","394,833","394,833","1,297,590","1,297,590","575,188","575,188","226,204","226,204",,,,,,,
2023,Employed:,"934,435","934,435","505,372","505,372","601,026","601,026","383,409","383,409","1,245,857","1,245,857","557,394","557,394","218,744","218,744",,,,,,,
2023,With health insurance coverage,"888,468",95.10%,"461,256",91.30%,"549,968",91.50%,"337,959",88.10%,"944,242",75.80%,"519,541",93.20%,"206,302",94.30%,,,,,,,
2023,With private health insurance,"821,232",87.90%,"422,292",83.60%,"533,677",88.80%,"323,340",84.30%,"896,028",71.90%,"492,346",88.30%,"200,001",91.40%,,,,,,,
2023,With public coverage,"81,158",8.70%,"52,365",10.40%,"32,143",5.30%,"22,926",6.00%,"69,929",5.60%,"45,080",8.10%,"11,411",5.20%,,,,,,,
2023,No health insurance coverage,"45,967",4.90%,"44,116",8.70%,"51,058",8.50%,"45,450",11.90%,"301,615",24.20%,"37,853",6.80%,"12,442",5.70%,,,,,,,
2023,Unemployed:,"39,555","39,555","19,498","19,498","20,386","20,386","11,424","11,424","51,733","51,733","17,794","17,794","7,460","7,460",,,,,,,
2023,With health insurance coverage,"35,597",90.00%,"14,800",75.90%,"16,875",82.80%,"7,906",69.20%,"26,480",51.20%,"14,255",80.10%,"6,758",90.60%,,,,,,,
2023,With private health insurance,"23,871",60.30%,"9,781",50.20%,"10,807",53.00%,"5,116",44.80%,"20,169",39.00%,"10,059",56.50%,"5,439",72.90%,,,,,,,
2023,With public coverage,"13,250",33.50%,"5,855",30.00%,"7,609",37.30%,"3,110",27.20%,"8,207",15.90%,"4,998",28.10%,"1,319",17.70%,,,,,,,
2023,No health insurance coverage,"3,958",10.00%,"4,698",24.10%,"3,511",17.20%,"3,518",30.80%,"25,253",48.80%,"3,539",19.90%,702,9.40%,,,,,,,
2023,Not in labor force:,"208,661","208,661","88,890","88,890","119,007","119,007","66,663","66,663","299,262","299,262","102,757","102,757","37,790","37,790",,,,,,,
2023,With health insurance coverage,"194,263",93.10%,"77,626",87.30%,"107,311",90.20%,"53,050",79.60%,"196,859",65.80%,"88,202",85.80%,"34,014",90.00%,,,,,,,
2023,With private health insurance,"135,624",65.00%,"54,682",61.50%,"88,362",74.20%,"36,698",55.10%,"129,607",43.30%,"70,380",68.50%,"28,536",75.50%,,,,,,,
2023,With public coverage,"65,382",31.30%,"30,347",34.10%,"26,090",21.90%,"20,058",30.10%,"79,931",26.70%,"22,825",22.20%,"7,423",19.60%,,,,,,,
2023,No health insurance coverage,"14,398",6.90%,"11,264",12.70%,"11,696",9.80%,"13,613",20.40%,"102,403",34.20%,"14,555",14.20%,"3,776",10.00%,,,,,,,
2023,PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL,,,,,,,,,,,,,,,,,,,,,
2023,All families,(X),4.70%,(X),4.90%,(X),4.30%,(X),8.90%,(X),10.20%,(X),3.70%,(X),3.80%,,,,,,,
2023,With related children of the householder under 18 years,(X),5.90%,(X),5.90%,(X),6.20%,(X),13.60%,(X),15.30%,(X),4.80%,(X),4.30%,,,,,,,
2023,With related children of the householder under 5 years only,(X),5.50%,(X),8.80%,(X),3.20%,(X),7.40%,(X),15.20%,(X),1.30%,(X),3.60%,,,,,,,
2023,Married couple families,(X),3.40%,(X),2.10%,(X),2.40%,(X),4.60%,(X),5.30%,(X),2.50%,(X),3.10%,,,,,,,
2023,With related children of the householder under 18 years,(X),3.30%,(X),1.40%,(X),2.20%,(X),5.20%,(X),7.70%,(X),2.30%,(X),3.00%,,,,,,,
2023,With related children of the householder under 5 years only,(X),3.70%,(X),1.90%,(X),0.50%,(X),0.30%,(X),5.60%,(X),0.30%,(X),4.10%,,,,,,,
2023,"Families with female householder, no spouse present",(X),10.90%,(X),18.10%,(X),13.30%,(X),21.60%,(X),24.60%,(X),10.40%,(X),10.40%,,,,,,,
2023,With related children of the householder under 18 years,(X),17.20%,(X),23.40%,(X),21.70%,(X),31.30%,(X),31.90%,(X),15.70%,(X),16.60%,,,,,,,
2023,With related children of the householder under 5 years only,(X),19.10%,(X),44.80%,(X),9.30%,(X),50.00%,(X),41.20%,(X),20.60%,(X),0.00%,,,,,,,
2023,All people,(X),7.50%,(X),7.00%,(X),7.10%,(X),11.70%,(X),13.70%,(X),6.00%,(X),4.50%,,,,,,,
2023,Under 18 years,(X),7.40%,(X),6.30%,(X),7.60%,(X),16.10%,(X),19.80%,(X),7.40%,(X),4.60%,,,,,,,
2023,Related children of the householder under 18 years,(X),7.00%,(X),5.80%,(X),7.50%,(X),15.80%,(X),19.60%,(X),7.30%,(X),4.40%,,,,,,,
2023,Related children of the householder under 5 years,(X),7.00%,(X),6.50%,(X),6.90%,(X),12.80%,(X),24.30%,(X),7.80%,(X),3.20%,,,,,,,
2023,Related children of the householder 5 to 17 years,(X),7.00%,(X),5.60%,(X),7.80%,(X),17.10%,(X),17.90%,(X),7.10%,(X),4.80%,,,,,,,
2023,18 years and over,(X),7.50%,(X),7.20%,(X),6.90%,(X),10.60%,(X),11.70%,(X),5.60%,(X),4.40%,,,,,,,
2023,18 to 64 years,(X),6.70%,(X),7.10%,(X),6.60%,(X),10.70%,(X),11.40%,(X),5.60%,(X),4.00%,,,,,,,
2023,65 years and over,(X),10.60%,(X),7.50%,(X),8.50%,(X),10.30%,(X),13.30%,(X),5.70%,(X),6.70%,,,,,,,
2023,People in families,(X),4.60%,(X),4.50%,(X),4.70%,(X),9.70%,(X),12.10%,(X),4.30%,(X),3.70%,,,,,,,
2023,Unrelated individuals 15 years and over,(X),19.50%,(X),18.60%,(X),16.40%,(X),16.30%,(X),19.90%,(X),14.90%,(X),"10.3%Ã¯»¿""Label (Grouping)""","Santa Clara County, CaliforniaEstimate","Montgomery County, MarylandEstimate","Wake County, North CarolinaEstimate","Davidson County, TennesseeEstimate","Dallas County, TexasEstimate","Fairfax County, VirginiaEstimate","Loudoun County, VirginiaEstimate"
2023,Median value (dollars),"1,443,100","636,200","482,100","437,700","319,100","727,200","734,700Ã¯»¿""Label (Grouping)""","Santa Clara County, CaliforniaEstimate","Montgomery County, MarylandEstimate","Wake County, North CarolinaEstimate","Davidson County, TennesseeEstimate","Dallas County, TexasEstimate","Fairfax County, VirginiaEstimate",,,,,,,,
2023,Total:,"360,190","252,963","307,341","180,349","499,830","280,307",,,,,,,,,,,,,,,
2023,"Less than $10,000","3,669","3,145","3,322","1,070","6,956","2,581",,,,,,,,,,,,,,,
2023,"$10,000 to $14,999",308,0,748,0,"1,619",0,,,,,,,,,,,,,,,
2023,"$15,000 to $19,999",45,114,436,0,"2,527",65,,,,,,,,,,,,,,,
2023,"$20,000 to $24,999",376,89,768,348,"2,350",53,,,,,,,,,,,,,,,
2023,"$25,000 to $29,999",154,199,194,86,"1,407",52,,,,,,,,,,,,,,,
2023,"$30,000 to $34,999",158,352,712,940,"1,383",122,,,,,,,,,,,,,,,
2023,"$35,000 to $39,999",473,153,227,57,796,57,,,,,,,,,,,,,,,
2023,"$40,000 to $49,999",221,290,534,119,"1,803",351,,,,,,,,,,,,,,,
2023,"$50,000 to $59,999",404,593,202,829,"1,664",847,,,,,,,,,,,,,,,
2023,"$60,000 to $69,999",314,332,327,0,"2,168",446,,,,,,,,,,,,,,,
2023,"$70,000 to $79,999",431,309,853,757,"1,611",288,,,,,,,,,,,,,,,
2023,"$80,000 to $89,999",832,190,635,301,"4,005",378,,,,,,,,,,,,,,,
2023,"$90,000 to $99,999",632,151,740,276,"3,411",135,,,,,,,,,,,,,,,
2023,"$100,000 to $124,999","3,373",969,"2,449","2,150","15,761",551,,,,,,,,,,,,,,,
2023,"$125,000 to $149,999","1,117",810,"1,479",380,"9,517",597,,,,,,,,,,,,,,,
2023,"$150,000 to $174,999","2,357","1,427","4,041","2,441","19,356","1,243",,,,,,,,,,,,,,,
2023,"$175,000 to $199,999","1,069","2,502","3,624","2,594","20,088","1,043",,,,,,,,,,,,,,,
2023,"$200,000 to $249,999","3,173","7,838","14,714","12,188","59,901","4,345",,,,,,,,,,,,,,,
2023,"$250,000 to $299,999","3,643","7,304","17,237","15,073","74,249","5,244",,,,,,,,,,,,,,,
2023,"$300,000 to $399,999","5,095","25,423","52,443","37,745","101,501","17,961",,,,,,,,,,,,,,,
2023,"$400,000 to $499,999","4,149","32,252","58,452","33,982","51,569","25,558",,,,,,,,,,,,,,,
2023,"$500,000 to $749,999","20,996","77,161","85,198","34,034","59,535","86,101",,,,,,,,,,,,,,,
2023,"$750,000 to $999,999","41,007","44,582","37,629","14,379","24,868","73,563",,,,,,,,,,,,,,,
2023,"$1,000,000 to $1,499,999","93,473","28,847","13,403","11,717","13,366","39,042",,,,,,,,,,,,,,,
2023,"$1,500,000 to $1,999,999","65,585","10,423","2,645","3,322","6,637","11,124",,,,,,,,,,,,,,,
2023,"$2,000,000 or more","107,136","7,508","4,329","5,561","11,782","8,560Ã¯»¿""Label (Grouping)""","Santa Clara County, CaliforniaNumberEstimate","Santa Clara County, CaliforniaPercent DistributionEstimate","Santa Clara County, CaliforniaMean income (dollars)Estimate","Montgomery County, MarylandNumberEstimate","Montgomery County, MarylandPercent DistributionEstimate","Montgomery County, MarylandMean income (dollars)Estimate","Wake County, North CarolinaNumberEstimate","Wake County, North CarolinaPercent DistributionEstimate","Wake County, North CarolinaMean income (dollars)Estimate","Davidson County, TennesseeNumberEstimate","Davidson County, TennesseePercent DistributionEstimate","Davidson County, TennesseeMean income (dollars)Estimate","Dallas County, TexasNumberEstimate","Dallas County, TexasPercent DistributionEstimate","Dallas County, TexasMean income (dollars)Estimate"
2023,HOUSEHOLD INCOME,,,,,,,,,,,,,,,,,,,,,
2023,All households,"665,549","665,549","216,363","392,629","392,629","170,992","481,294","481,294","135,778","341,597","341,597","114,173","993,312","993,312","110,409","414,946","414,946","182,771","145,601","145,601","208,242"
2023,With earnings,"563,853",84.70%,"223,711","329,080",83.80%,"167,646","406,343",84.40%,"138,627","292,622",85.70%,"113,820","854,075",86.00%,"109,760","353,866",85.30%,"177,495","129,239",88.80%,"208,422"
2023,With wages or salary income,"548,259",82.40%,"222,481","318,756",81.20%,"162,991","397,318",82.60%,"135,400","282,852",82.80%,"109,607","824,021",83.00%,"106,436","346,097",83.40%,"172,254","127,494",87.60%,"201,538"
2023,With self-employment income,"71,804",10.80%,"57,971","59,497",15.20%,"54,030","54,920",11.40%,"46,129","50,128",14.70%,"45,955","115,734",11.70%,"52,168","55,687",13.40%,"57,335","20,088",13.80%,"61,796"
2023,"With interest, dividends, or net rental income","225,430",33.90%,"34,671","114,575",29.20%,"30,782","110,995",23.10%,"19,513","64,255",18.80%,"26,284","130,180",13.10%,"37,483","133,747",32.20%,"29,187","41,771",28.70%,"25,900"
2023,With Social Security income,"155,445",23.40%,"26,059","100,672",25.60%,"27,180","105,907",22.00%,"26,429","74,608",21.80%,"23,819","213,158",21.50%,"22,006","97,764",23.60%,"28,012","28,586",19.60%,"27,111"
2023,With Supplemental Security Income (SSI),"27,693",4.20%,"10,945","11,770",3.00%,"9,683","11,370",2.40%,"12,241","13,235",3.90%,"10,104","40,416",4.10%,"9,636","8,547",2.10%,"9,312","3,837",2.60%,"11,216"
2023,With cash public assistance income or Food Stamps/SNAP,"57,822",8.70%,(X),"28,431",7.20%,(X),"29,043",6.00%,(X),"27,606",8.10%,(X),"102,699",10.30%,(X),"21,454",5.20%,(X),"4,837",3.30%,(X)
2023,With cash public assistance,"17,387",2.60%,"5,954","6,535",1.70%,"4,041","3,790",0.80%,"3,081","5,686",1.70%,"2,765","17,316",1.70%,"4,003","4,872",1.20%,"2,815","1,520",1.00%,"2,537"
2023,With retirement income,"118,883",17.90%,"41,485","94,061",24.00%,"54,634","102,454",21.30%,"32,232","60,481",17.70%,"29,419","157,935",15.90%,"30,366","100,874",24.30%,"55,053","27,778",19.10%,"45,669"
2023,With other types of income,"36,837",5.50%,"17,787","26,368",6.70%,"16,112","33,333",6.90%,"18,026","22,641",6.60%,"13,265","64,836",6.50%,"17,012","33,985",8.20%,"21,826","11,996",8.20%,"17,648"
2023,FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY,,,,,,,,,,,,,,,,,,,,,
2023,All families,"456,501","456,501","246,374","263,459","263,459","201,695","309,135","309,135","165,140","178,839","178,839","136,756","607,784","607,784","130,160","289,913","289,913","210,434","111,155","111,155","230,671"
2023,No workers,"49,084",10.80%,"104,846","26,775",10.20%,"112,961","34,338",11.10%,"84,524","17,826",10.00%,"96,714","55,474",9.10%,"74,642","27,985",9.70%,"132,119","8,469",7.60%,"114,146"
2023,1 worker,"128,018",28.00%,"189,745","65,595",24.90%,"166,855","87,273",28.20%,"135,435","52,363",29.30%,"99,603","198,811",32.70%,"99,407","73,132",25.20%,"163,230","24,892",22.40%,"170,952"
2023,"2 workers, both spouses worked","165,156",36.20%,"355,817","105,442",40.00%,"258,423","119,483",38.70%,"210,494","64,988",36.30%,"180,721","178,025",29.30%,"188,869","116,753",40.30%,"260,632","51,079",46.00%,"277,915"
2023,"2 workers, other","48,823",10.70%,"162,033","30,343",11.50%,"132,236","31,835",10.30%,"125,894","23,406",13.10%,"107,771","88,174",14.50%,"97,434","27,488",9.50%,"141,507","7,807",7.00%,"198,263"
2023,"3 or more workers, both spouses worked","42,838",9.40%,"278,315","24,993",9.50%,"248,212","29,146",9.40%,"211,160","12,919",7.20%,"175,986","50,146",8.30%,"172,140","33,005",11.40%,"271,067","14,724",13.20%,"259,495"
2023,"3 or more workers, other","22,582",4.90%,"196,363","10,311",3.90%,"165,294","7,060",2.30%,"143,843","7,337",4.10%,"133,161","37,154",6.10%,"117,312","11,550",4.00%,"182,429","4,184",3.80%,"204,110"
2023,PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN,,,,,,,,,,,,,,,,,,,,,
