Label (Grouping),"Santa Clara County, California!!Occupied housing units!!Estimate","Santa Clara County, California!!Owner-occupied housing units!!Estimate","Santa Clara County, California!!Renter-occupied housing units!!Estimate","Montgomery County, Maryland!!Occupied housing units!!Estimate","Montgomery County, Maryland!!Owner-occupied housing units!!Estimate","Montgomery County, Maryland!!Renter-occupied housing units!!Estimate","Wake County, North Carolina!!Occupied housing units!!Estimate","Wake County, North Carolina!!Owner-occupied housing units!!Estimate","Wake County, North Carolina!!Renter-occupied housing units!!Estimate","Davidson County, Tennessee!!Occupied housing units!!Estimate","Davidson County, Tennessee!!Owner-occupied housing units!!Estimate","Davidson County, Tennessee!!Renter-occupied housing units!!Estimate","Dallas County, Texas!!Occupied housing units!!Estimate","Dallas County, Texas!!Owner-occupied housing units!!Estimate","Dallas County, Texas!!Renter-occupied housing units!!Estimate","Fairfax County, Virginia!!Occupied housing units!!Estimate","Fairfax County, Virginia!!Owner-occupied housing units!!Estimate","Fairfax County, Virginia!!Renter-occupied housing units!!Estimate","Loudoun County, Virginia!!Occupied housing units!!Estimate","Loudoun County, Virginia!!Owner-occupied housing units!!Estimate","Loudoun County, Virginia!!Renter-occupied housing units!!Estimate",Year,Data Type,"Santa Clara County, California!!Estimate","Montgomery County, Maryland!!Estimate","Wake County, North Carolina!!Estimate","Davidson County, Tennessee!!Estimate","Dallas County, Texas!!Estimate","Fairfax County, Virginia!!Estimate","Loudoun County, Virginia!!Estimate","Santa Clara County, California!!Percent","Montgomery County, Maryland!!Percent","Wake County, North Carolina!!Percent","Davidson County, Tennessee!!Percent","Dallas County, Texas!!Percent","Fairfax County, Virginia!!Percent","Loudoun County, Virginia!!Percent","Santa Clara County, California!!Owner-occupied housing units with a mortgage!!Estimate","Montgomery County, Maryland!!Owner-occupied housing units with a mortgage!!Estimate","Wake County, North Carolina!!Owner-occupied housing units with a mortgage!!Estimate","Davidson County, Tennessee!!Owner-occupied housing units with a mortgage!!Estimate","Dallas County, Texas!!Owner-occupied housing units with a mortgage!!Estimate","Fairfax County, Virginia!!Owner-occupied housing units with a mortgage!!Estimate","Loudoun County, Virginia!!Owner-occupied housing units with a mortgage!!Estimate","Santa Clara County, California!!Total!!Estimate","Santa Clara County, California!!Mean income (dollars)!!Estimate","Montgomery County, Maryland!!Total!!Estimate","Montgomery County, Maryland!!Mean income (dollars)!!Estimate","Wake County, North Carolina!!Total!!Estimate","Wake County, North Carolina!!Mean income (dollars)!!Estimate","Davidson County, Tennessee!!Total!!Estimate","Davidson County, Tennessee!!Mean income (dollars)!!Estimate","Dallas County, Texas!!Total!!Estimate","Dallas County, Texas!!Mean income (dollars)!!Estimate","Fairfax County, Virginia!!Total!!Estimate","Fairfax County, Virginia!!Mean income (dollars)!!Estimate","Loudoun County, Virginia!!Total!!Estimate","Loudoun County, Virginia!!Mean income (dollars)!!Estimate","Santa Clara County, California!!Owner-occupied housing units with a mortgage!!Margin of Error","Montgomery County, Maryland!!Owner-occupied housing units with a mortgage!!Margin of Error","Wake County, North Carolina!!Owner-occupied housing units with a mortgage!!Margin of Error","Davidson County, Tennessee!!Owner-occupied housing units with a mortgage!!Margin of Error","Dallas County, Texas!!Owner-occupied housing units with a mortgage!!Margin of Error","Fairfax County, Virginia!!Owner-occupied housing units with a mortgage!!Margin of Error","Loudoun County, Virginia!!Owner-occupied housing units with a mortgage!!Margin of Error","Santa Clara County, California!!Owner-occupied housing units without a mortgage!!Estimate","Montgomery County, Maryland!!Owner-occupied housing units without a mortgage!!Estimate","Wake County, North Carolina!!Owner-occupied housing units without a mortgage!!Estimate","Davidson County, Tennessee!!Owner-occupied housing units without a mortgage!!Estimate","Dallas County, Texas!!Owner-occupied housing units without a mortgage!!Estimate","Fairfax County, Virginia!!Owner-occupied housing units without a mortgage!!Estimate","Loudoun County, Virginia!!Owner-occupied housing units without a mortgage!!Estimate","Santa Clara County, California!!Percent owner-occupied housing units with a mortgage!!Estimate","Montgomery County, Maryland!!Percent owner-occupied housing units with a mortgage!!Estimate","Wake County, North Carolina!!Percent owner-occupied housing units with a mortgage!!Estimate","Davidson County, Tennessee!!Percent owner-occupied housing units with a mortgage!!Estimate","Dallas County, Texas!!Percent owner-occupied housing units with a mortgage!!Estimate","Fairfax County, Virginia!!Percent owner-occupied housing units with a mortgage!!Estimate","Loudoun County, Virginia!!Percent owner-occupied housing units with a mortgage!!Estimate","Santa Clara County, California!!Number!!Estimate","Santa Clara County, California!!Percent Distribution!!Estimate","Montgomery County, Maryland!!Number!!Estimate","Montgomery County, Maryland!!Percent Distribution!!Estimate","Wake County, North Carolina!!Number!!Estimate","Wake County, North Carolina!!Percent Distribution!!Estimate","Davidson County, Tennessee!!Number!!Estimate","Davidson County, Tennessee!!Percent Distribution!!Estimate","Dallas County, Texas!!Number!!Estimate","Dallas County, Texas!!Percent Distribution!!Estimate","Fairfax County, Virginia!!Number!!Estimate","Fairfax County, Virginia!!Percent Distribution!!Estimate","Loudoun County, Virginia!!Number!!Estimate","Loudoun County, Virginia!!Percent Distribution!!Estimate","Santa Clara County, California!!Percent owner-occupied housing units without a mortgage!!Estimate","Montgomery County, Maryland!!Percent owner-occupied housing units without a mortgage!!Estimate","Wake County, North Carolina!!Percent owner-occupied housing units without a mortgage!!Estimate","Davidson County, Tennessee!!Percent owner-occupied housing units without a mortgage!!Estimate","Dallas County, Texas!!Percent owner-occupied housing units without a mortgage!!Estimate","Fairfax County, Virginia!!Percent owner-occupied housing units without a mortgage!!Estimate","Loudoun County, Virginia!!Percent owner-occupied housing units without a mortgage!!Estimate","Santa Clara County, California!!Percent occupied housing units!!Estimate","Santa Clara County, California!!Percent owner-occupied housing units!!Estimate","Santa Clara County, California!!Percent renter-occupied housing units!!Estimate","Montgomery County, Maryland!!Percent occupied housing units!!Estimate","Montgomery County, Maryland!!Percent owner-occupied housing units!!Estimate","Montgomery County, Maryland!!Percent renter-occupied housing units!!Estimate","Wake County, North Carolina!!Percent occupied housing units!!Estimate","Wake County, North Carolina!!Percent owner-occupied housing units!!Estimate","Wake County, North Carolina!!Percent renter-occupied housing units!!Estimate","Davidson County, Tennessee!!Percent occupied housing units!!Estimate","Davidson County, Tennessee!!Percent owner-occupied housing units!!Estimate","Davidson County, Tennessee!!Percent renter-occupied housing units!!Estimate","Dallas County, Texas!!Percent occupied housing units!!Estimate","Dallas County, Texas!!Percent owner-occupied housing units!!Estimate","Dallas County, Texas!!Percent renter-occupied housing units!!Estimate","Fairfax County, Virginia!!Percent occupied housing units!!Estimate","Fairfax County, Virginia!!Percent owner-occupied housing units!!Estimate","Fairfax County, Virginia!!Percent renter-occupied housing units!!Estimate","Loudoun County, Virginia!!Percent occupied housing units!!Estimate","Loudoun County, Virginia!!Percent owner-occupied housing units!!Estimate","Loudoun County, Virginia!!Percent renter-occupied housing units!!Estimate","Santa Clara County, California!!Married-couple family household!!Estimate","Santa Clara County, California!!Male householder, no spouse present, family household!!Estimate","Santa Clara County, California!!Female householder, no spouse present, family household!!Estimate","Santa Clara County, California!!Nonfamily household!!Estimate","Montgomery County, Maryland!!Married-couple family household!!Estimate","Montgomery County, Maryland!!Male householder, no spouse present, family household!!Estimate","Montgomery County, Maryland!!Female householder, no spouse present, family household!!Estimate","Montgomery County, Maryland!!Nonfamily household!!Estimate","Wake County, North Carolina!!Married-couple family household!!Estimate","Wake County, North Carolina!!Male householder, no spouse present, family household!!Estimate","Wake County, North Carolina!!Female householder, no spouse present, family household!!Estimate","Wake County, North Carolina!!Nonfamily household!!Estimate","Davidson County, Tennessee!!Married-couple family household!!Estimate","Davidson County, Tennessee!!Male householder, no spouse present, family household!!Estimate","Davidson County, Tennessee!!Female householder, no spouse present, family household!!Estimate","Davidson County, Tennessee!!Nonfamily household!!Estimate","Dallas County, Texas!!Married-couple family household!!Estimate","Dallas County, Texas!!Male householder, no spouse present, family household!!Estimate","Dallas County, Texas!!Female householder, no spouse present, family household!!Estimate","Dallas County, Texas!!Nonfamily household!!Estimate","Fairfax County, Virginia!!Married-couple family household!!Estimate","Fairfax County, Virginia!!Male householder, no spouse present, family household!!Estimate","Fairfax County, Virginia!!Female householder, no spouse present, family household!!Estimate","Fairfax County, Virginia!!Nonfamily household!!Estimate","Loudoun County, Virginia!!Married-couple family household!!Estimate","Loudoun County, Virginia!!Male householder, no spouse present, family household!!Estimate","Loudoun County, Virginia!!Female householder, no spouse present, family household!!Estimate","Loudoun County, Virginia!!Nonfamily household!!Estimate"
"            Male householder, no wife present",5.0%,4.2%,6.1%,4.6%,3.2%,7.4%,3.4%,2.6%,5.0%,4.9%,4.0%,6.1%,5.7%,4.3%,7.3%,4.1%,3.4%,5.7%,4.4%,3.6%,7.4%,2010,occupancy_characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Householder 15 to 34 years,1.5%,0.7%,2.5%,1.2%,0.4%,2.8%,1.2%,0.6%,2.5%,1.8%,0.8%,3.0%,2.0%,0.9%,3.2%,1.3%,0.5%,3.2%,0.6%,0.6%,0.6%,2010,occupancy_characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Householder 35 to 64 years,2.9%,2.6%,3.3%,2.9%,2.2%,4.3%,1.8%,1.5%,2.5%,2.8%,2.5%,3.1%,3.3%,2.8%,4.0%,2.3%,2.2%,2.4%,3.6%,3.0%,5.5%,2010,occupancy_characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Householder 65 years and over,0.6%,0.8%,0.3%,0.5%,0.6%,0.2%,0.3%,0.4%,0.1%,0.4%,0.7%,0.1%,0.4%,0.7%,0.1%,0.5%,0.6%,0.1%,0.3%,0.0%,1.2%,2010,occupancy_characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"            Female householder, no husband present",10.6%,8.2%,13.9%,11.2%,8.0%,17.4%,11.7%,8.3%,18.5%,15.6%,10.0%,22.2%,16.3%,12.2%,21.0%,9.6%,6.9%,15.7%,10.6%,8.1%,19.5%,2010,occupancy_characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Householder 15 to 34 years,2.0%,0.4%,4.1%,2.3%,0.4%,5.9%,3.1%,0.9%,7.5%,5.0%,0.6%,10.2%,5.0%,1.4%,9.1%,2.2%,0.7%,5.6%,2.6%,1.3%,7.2%,2010,occupancy_characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Householder 35 to 64 years,6.9%,5.5%,8.8%,7.6%,6.0%,10.7%,7.7%,6.3%,10.5%,8.7%,6.5%,11.4%,9.7%,8.5%,11.2%,6.4%,5.0%,9.6%,7.2%,5.9%,12.0%,2010,occupancy_characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Householder 65 years and over,1.7%,2.3%,1.0%,1.3%,1.6%,0.8%,0.9%,1.2%,0.5%,1.8%,2.8%,0.7%,1.6%,2.4%,0.7%,1.0%,1.2%,0.5%,0.8%,1.0%,0.3%,2010,occupancy_characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Nonfamily households,29.1%,22.4%,38.1%,31.7%,24.1%,46.7%,34.4%,25.0%,53.2%,43.4%,34.6%,53.9%,35.0%,25.8%,45.5%,29.9%,24.7%,42.0%,19.8%,14.5%,38.8%,2010,occupancy_characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Householder living alone,22.2%,18.2%,27.6%,25.6%,20.5%,35.5%,26.9%,21.1%,38.5%,34.5%,28.7%,41.4%,28.7%,22.1%,36.1%,23.6%,20.2%,31.5%,14.6%,11.1%,27.6%,2010,occupancy_characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            Householder 15 to 34 years,3.5%,1.0%,7.0%,4.0%,1.2%,9.3%,6.7%,3.5%,13.0%,9.2%,3.8%,15.5%,6.9%,1.8%,12.6%,4.8%,2.1%,11.2%,3.1%,2.1%,7.0%,2010,occupancy_characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            Householder 35 to 64 years,11.3%,9.4%,13.9%,12.8%,10.7%,16.9%,14.0%,11.7%,18.5%,17.3%,16.1%,18.6%,15.3%,12.8%,18.2%,12.9%,12.2%,14.5%,7.5%,5.8%,13.7%,2010,occupancy_characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            Householder 65 years and over,7.4%,7.8%,6.8%,8.9%,8.6%,9.3%,6.2%,5.8%,7.1%,8.0%,8.7%,7.2%,6.5%,7.5%,5.3%,5.8%,5.9%,5.7%,4.0%,3.2%,6.9%,2010,occupancy_characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Householder not living alone,6.9%,4.2%,10.4%,6.1%,3.5%,11.2%,7.5%,3.9%,14.7%,8.9%,5.9%,12.5%,6.3%,3.7%,9.4%,6.3%,4.5%,10.5%,5.1%,3.4%,11.2%,2010,occupancy_characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            Householder 15 to 34 years,3.4%,0.9%,6.6%,3.2%,0.6%,8.2%,4.7%,1.5%,11.0%,4.9%,2.0%,8.3%,3.1%,0.6%,5.9%,2.7%,1.1%,6.3%,2.7%,1.3%,7.6%,2010,occupancy_characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            Householder 35 to 64 years,3.0%,2.6%,3.5%,2.4%,2.2%,2.7%,2.6%,2.1%,3.5%,3.6%,3.2%,4.0%,2.8%,2.6%,3.1%,3.2%,2.8%,4.2%,2.4%,2.1%,3.6%,2010,occupancy_characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            Householder 65 years and over,0.5%,0.7%,0.3%,0.5%,0.6%,0.3%,0.2%,0.3%,0.2%,0.5%,0.7%,0.2%,0.4%,0.5%,0.4%,0.4%,0.6%,0.1%,0.0%,0.0%,0.0%,2010,occupancy_characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAMILY TYPE AND PRESENCE OF OWN CHILDREN,,,,,,,,,,,,,,,,,,,,,,2010,occupancy_characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    With related children under 18 years,37.2%,36.4%,38.3%,35.2%,36.4%,32.8%,37.3%,40.1%,31.7%,27.5%,26.6%,28.5%,37.1%,36.6%,37.7%,35.8%,35.8%,35.8%,50.6%,53.0%,41.6%,2010,occupancy_characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        With own children under 18 years,34.5%,33.5%,35.8%,33.0%,34.0%,31.2%,35.7%,38.6%,30.1%,24.3%,23.0%,25.8%,33.3%,31.9%,34.9%,33.7%,33.8%,33.3%,48.7%,51.1%,40.2%,2010,occupancy_characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            Under 6 years only,9.1%,7.4%,11.3%,7.5%,7.0%,8.6%,8.2%,8.3%,7.9%,6.8%,5.2%,8.7%,7.5%,5.5%,9.8%,8.3%,7.2%,10.9%,12.4%,12.4%,12.5%,2010,occupancy_characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            Under 6 years and 6 to 17 years,6.9%,5.5%,8.7%,5.6%,5.5%,6.0%,7.7%,8.4%,6.4%,4.7%,3.8%,5.8%,8.3%,6.7%,10.0%,6.5%,6.0%,7.7%,9.6%,9.7%,9.4%,2010,occupancy_characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            6 to 17 years only,18.5%,20.6%,15.8%,19.8%,21.5%,16.5%,19.8%,21.9%,15.8%,12.7%,14.0%,11.2%,17.5%,19.6%,15.1%,18.8%,20.6%,14.7%,26.7%,29.0%,18.3%,2010,occupancy_characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        No own children under 18 years,2.7%,2.9%,2.5%,2.1%,2.4%,1.6%,1.6%,1.5%,1.7%,3.2%,3.6%,2.7%,3.8%,4.8%,2.8%,2.1%,2.0%,2.4%,1.8%,1.9%,1.4%,2010,occupancy_characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    No related children under 18 years,62.8%,63.6%,61.7%,64.8%,63.6%,67.2%,62.7%,59.9%,68.3%,72.5%,73.4%,71.5%,62.9%,63.4%,62.3%,64.2%,64.2%,64.2%,49.4%,47.0%,58.4%,2010,occupancy_characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERCENT IMPUTED,,,,,,,,,,,,,,,,,,,,,,2010,occupancy_characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Tenure,1.0%,(X),(X),0.6%,(X),(X),0.9%,(X),(X),0.9%,(X),(X),0.8%,(X),(X),0.7%,(X),(X),1.4%,(X),(X),2010,occupancy_characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total:,,,,,,,,,,,,,,,,,,,,,,2010,tenure,"599,235","359,476","338,054","249,899","843,416","389,415","102,979",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Owner occupied,,,,,,,,,,,,,,,,,,,,,,2010,tenure,"342,955","238,022","224,624","135,598","448,918","272,224","80,627",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Renter occupied,,,,,,,,,,,,,,,,,,,,,,2010,tenure,"256,280","121,454","113,430","114,301","394,498","117,191","22,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMPLOYMENT STATUS,,,,,,,,,,,,,,,,,,,,,,2010,economics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Population 16 years and over,,,,,,,,,,,,,,,,,,,,,,2010,economics,"1,401,794","769,306","695,526","505,397","1,789,086","853,330","228,456","1,401,794","769,306","695,526","505,397","1,789,086","853,330","228,456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    In labor force,,,,,,,,,,,,,,,,,,,,,,2010,economics,"939,072","567,645","497,609","339,267","1,227,961","629,009","179,247",67.0%,73.8%,71.5%,67.1%,68.6%,73.7%,78.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Civilian labor force,,,,,,,,,,,,,,,,,,,,,,2010,economics,"938,885","563,935","496,871","339,007","1,227,108","618,476","178,126",67.0%,73.3%,71.4%,67.1%,68.6%,72.5%,78.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            Employed,,,,,,,,,,,,,,,,,,,,,,2010,economics,"834,009","523,864","448,710","303,923","1,107,409","582,131","169,495",59.5%,68.1%,64.5%,60.1%,61.9%,68.2%,74.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            Unemployed,,,,,,,,,,,,,,,,,,,,,,2010,economics,"104,876","40,071","48,161","35,084","119,699","36,345","8,631",7.5%,5.2%,6.9%,6.9%,6.7%,4.3%,3.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Armed Forces,,,,,,,,,,,,,,,,,,,,,,2010,economics,187,"3,710",738,260,853,"10,533","1,121",0.0%,0.5%,0.1%,0.1%,0.0%,1.2%,0.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Not in labor force,,,,,,,,,,,,,,,,,,,,,,2010,economics,"462,722","201,661","197,917","166,130","561,125","224,321","49,209",33.0%,26.2%,28.5%,32.9%,31.4%,26.3%,21.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Civilian labor force,,,,,,,,,,,,,,,,,,,,,,2010,economics,"938,885","563,935","496,871","339,007","1,227,108","618,476","178,126","938,885","563,935","496,871","339,007","1,227,108","618,476","178,126",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Percent Unemployed,,,,,,,,,,,,,,,,,,,,,,2010,economics,(X),(X),(X),(X),(X),(X),(X),11.2%,7.1%,9.7%,10.3%,9.8%,5.9%,4.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Females 16 years and over,,,,,,,,,,,,,,,,,,,,,,2010,economics,"702,192","406,514","361,284","264,855","913,408","435,334","116,928","702,192","406,514","361,284","264,855","913,408","435,334","116,928",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    In labor force,,,,,,,,,,,,,,,,,,,,,,2010,economics,"418,843","275,943","234,383","164,994","560,634","290,919","82,829",59.6%,67.9%,64.9%,62.3%,61.4%,66.8%,70.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
