label_grouping,value,county,metric
    18 to 24 years,9.5%,dallas_county_texasfemaleestimate,Unknown
    15 to 44 years,43.4%,dallas_county_texasfemaleestimate,Unknown
    16 years and over,76.7%,dallas_county_texasfemaleestimate,Unknown
    18 years and over,74.2%,dallas_county_texasfemaleestimate,Unknown
    60 years and over,16.2%,dallas_county_texasfemaleestimate,Unknown
    62 years and over,14.1%,dallas_county_texasfemaleestimate,Unknown
    65 years and over,11.2%,dallas_county_texasfemaleestimate,Unknown
    75 years and over,4.8%,dallas_county_texasfemaleestimate,Unknown
SUMMARY INDICATORS,,dallas_county_texasfemaleestimate,Unknown
    Median age (years),34.3,dallas_county_texasfemaleestimate,Unknown
    Sex ratio (males per 100 females),(X),dallas_county_texasfemaleestimate,Unknown
    Age dependency ratio,(X),dallas_county_texasfemaleestimate,Unknown
    Old-Age dependency ratio,(X),dallas_county_texasfemaleestimate,Unknown
    Child dependency ratio,(X),dallas_county_texasfemaleestimate,Unknown
PERCENT IMPUTED,,dallas_county_texasfemaleestimate,Unknown
    Sex,(X),dallas_county_texasfemaleestimate,Unknown
    Age,(X),dallas_county_texasfemaleestimate,Unknown
Total population,±275,dallas_county_texasfemalemargin_of_error,Unknown
AGE,,dallas_county_texasfemalemargin_of_error,Unknown
    Under 5 years,±0.1,dallas_county_texasfemalemargin_of_error,Unknown
    5 to 9 years,±0.3,dallas_county_texasfemalemargin_of_error,Unknown
    10 to 14 years,±0.3,dallas_county_texasfemalemargin_of_error,Unknown
    15 to 19 years,±0.1,dallas_county_texasfemalemargin_of_error,Unknown
    20 to 24 years,±0.1,dallas_county_texasfemalemargin_of_error,Unknown
    25 to 29 years,±0.1,dallas_county_texasfemalemargin_of_error,Unknown
    30 to 34 years,±0.1,dallas_county_texasfemalemargin_of_error,Unknown
    35 to 39 years,±0.3,dallas_county_texasfemalemargin_of_error,Unknown
    40 to 44 years,±0.3,dallas_county_texasfemalemargin_of_error,Unknown
    45 to 49 years,±0.1,dallas_county_texasfemalemargin_of_error,Unknown
    50 to 54 years,±0.1,dallas_county_texasfemalemargin_of_error,Unknown
    55 to 59 years,±0.2,dallas_county_texasfemalemargin_of_error,Unknown
    60 to 64 years,±0.2,dallas_county_texasfemalemargin_of_error,Unknown
    65 to 69 years,±0.2,dallas_county_texasfemalemargin_of_error,Unknown
    70 to 74 years,±0.2,dallas_county_texasfemalemargin_of_error,Unknown
    75 to 79 years,±0.2,dallas_county_texasfemalemargin_of_error,Unknown
    80 to 84 years,±0.1,dallas_county_texasfemalemargin_of_error,Unknown
    85 years and over,±0.1,dallas_county_texasfemalemargin_of_error,Unknown
SELECTED AGE CATEGORIES,,dallas_county_texasfemalemargin_of_error,Unknown
    5 to 14 years,±0.1,dallas_county_texasfemalemargin_of_error,Unknown
    15 to 17 years,±0.1,dallas_county_texasfemalemargin_of_error,Unknown
    18 to 24 years,±0.1,dallas_county_texasfemalemargin_of_error,Unknown
    15 to 44 years,±0.1,dallas_county_texasfemalemargin_of_error,Unknown
    16 years and over,±0.2,dallas_county_texasfemalemargin_of_error,Unknown
    18 years and over,±0.1,dallas_county_texasfemalemargin_of_error,Unknown
    60 years and over,±0.2,dallas_county_texasfemalemargin_of_error,Unknown
    62 years and over,±0.2,dallas_county_texasfemalemargin_of_error,Unknown
    65 years and over,±0.1,dallas_county_texasfemalemargin_of_error,Unknown
    75 years and over,±0.1,dallas_county_texasfemalemargin_of_error,Unknown
SUMMARY INDICATORS,,dallas_county_texasfemalemargin_of_error,Unknown
    Median age (years),±0.2,dallas_county_texasfemalemargin_of_error,Unknown
    Sex ratio (males per 100 females),(X),dallas_county_texasfemalemargin_of_error,Unknown
    Age dependency ratio,(X),dallas_county_texasfemalemargin_of_error,Unknown
    Old-Age dependency ratio,(X),dallas_county_texasfemalemargin_of_error,Unknown
    Child dependency ratio,(X),dallas_county_texasfemalemargin_of_error,Unknown
PERCENT IMPUTED,,dallas_county_texasfemalemargin_of_error,Unknown
    Sex,(X),dallas_county_texasfemalemargin_of_error,Unknown
    Age,(X),dallas_county_texasfemalemargin_of_error,Unknown
Total population,"1,142,234",fairfax_county_virginiatotalestimate,Unknown
AGE,,fairfax_county_virginiatotalestimate,Unknown
    Under 5 years,6.7%,fairfax_county_virginiatotalestimate,Unknown
    5 to 9 years,6.9%,fairfax_county_virginiatotalestimate,Unknown
    10 to 14 years,6.2%,fairfax_county_virginiatotalestimate,Unknown
    15 to 19 years,6.3%,fairfax_county_virginiatotalestimate,Unknown
    20 to 24 years,6.0%,fairfax_county_virginiatotalestimate,Unknown
    25 to 29 years,6.5%,fairfax_county_virginiatotalestimate,Unknown
    30 to 34 years,7.3%,fairfax_county_virginiatotalestimate,Unknown
    35 to 39 years,7.6%,fairfax_county_virginiatotalestimate,Unknown
    40 to 44 years,7.0%,fairfax_county_virginiatotalestimate,Unknown
    45 to 49 years,7.4%,fairfax_county_virginiatotalestimate,Unknown
    50 to 54 years,7.5%,fairfax_county_virginiatotalestimate,Unknown
    55 to 59 years,6.6%,fairfax_county_virginiatotalestimate,Unknown
    60 to 64 years,6.0%,fairfax_county_virginiatotalestimate,Unknown
    65 to 69 years,4.5%,fairfax_county_virginiatotalestimate,Unknown
    70 to 74 years,2.8%,fairfax_county_virginiatotalestimate,Unknown
    75 to 79 years,1.9%,fairfax_county_virginiatotalestimate,Unknown
    80 to 84 years,1.4%,fairfax_county_virginiatotalestimate,Unknown
    85 years and over,1.3%,fairfax_county_virginiatotalestimate,Unknown
SELECTED AGE CATEGORIES,,fairfax_county_virginiatotalestimate,Unknown
    5 to 14 years,13.1%,fairfax_county_virginiatotalestimate,Unknown
    15 to 17 years,3.9%,fairfax_county_virginiatotalestimate,Unknown
    18 to 24 years,8.4%,fairfax_county_virginiatotalestimate,Unknown
    15 to 44 years,40.7%,fairfax_county_virginiatotalestimate,Unknown
    16 years and over,78.8%,fairfax_county_virginiatotalestimate,Unknown
    18 years and over,76.2%,fairfax_county_virginiatotalestimate,Unknown
    60 years and over,17.9%,fairfax_county_virginiatotalestimate,Unknown
    62 years and over,15.3%,fairfax_county_virginiatotalestimate,Unknown
    65 years and over,11.9%,fairfax_county_virginiatotalestimate,Unknown
    75 years and over,4.5%,fairfax_county_virginiatotalestimate,Unknown
SUMMARY INDICATORS,,fairfax_county_virginiatotalestimate,Unknown
    Median age (years),37.6,fairfax_county_virginiatotalestimate,Unknown
    Sex ratio (males per 100 females),98.1,fairfax_county_virginiatotalestimate,Unknown
    Age dependency ratio,55.5,fairfax_county_virginiatotalestimate,Unknown
    Old-Age dependency ratio,18.5,fairfax_county_virginiatotalestimate,Unknown
    Child dependency ratio,37.0,fairfax_county_virginiatotalestimate,Unknown
PERCENT IMPUTED,,fairfax_county_virginiatotalestimate,Unknown
    Sex,0.1%,fairfax_county_virginiatotalestimate,Unknown
    Age,1.6%,fairfax_county_virginiatotalestimate,Unknown
Total population,*****,fairfax_county_virginiatotalmargin_of_error,Unknown
AGE,,fairfax_county_virginiatotalmargin_of_error,Unknown
    Under 5 years,±0.1,fairfax_county_virginiatotalmargin_of_error,Unknown
    5 to 9 years,±0.3,fairfax_county_virginiatotalmargin_of_error,Unknown
    10 to 14 years,±0.3,fairfax_county_virginiatotalmargin_of_error,Unknown
    15 to 19 years,±0.1,fairfax_county_virginiatotalmargin_of_error,Unknown
    20 to 24 years,±0.1,fairfax_county_virginiatotalmargin_of_error,Unknown
    25 to 29 years,±0.1,fairfax_county_virginiatotalmargin_of_error,Unknown
    30 to 34 years,±0.1,fairfax_county_virginiatotalmargin_of_error,Unknown
    35 to 39 years,±0.3,fairfax_county_virginiatotalmargin_of_error,Unknown
    40 to 44 years,±0.3,fairfax_county_virginiatotalmargin_of_error,Unknown
    45 to 49 years,±0.1,fairfax_county_virginiatotalmargin_of_error,Unknown
    50 to 54 years,±0.1,fairfax_county_virginiatotalmargin_of_error,Unknown
    55 to 59 years,±0.3,fairfax_county_virginiatotalmargin_of_error,Unknown
    60 to 64 years,±0.3,fairfax_county_virginiatotalmargin_of_error,Unknown
    65 to 69 years,±0.2,fairfax_county_virginiatotalmargin_of_error,Unknown
    70 to 74 years,±0.2,fairfax_county_virginiatotalmargin_of_error,Unknown
    75 to 79 years,±0.1,fairfax_county_virginiatotalmargin_of_error,Unknown
    80 to 84 years,±0.1,fairfax_county_virginiatotalmargin_of_error,Unknown
    85 years and over,±0.1,fairfax_county_virginiatotalmargin_of_error,Unknown
SELECTED AGE CATEGORIES,,fairfax_county_virginiatotalmargin_of_error,Unknown
    5 to 14 years,±0.1,fairfax_county_virginiatotalmargin_of_error,Unknown
    15 to 17 years,±0.1,fairfax_county_virginiatotalmargin_of_error,Unknown
    18 to 24 years,±0.1,fairfax_county_virginiatotalmargin_of_error,Unknown
    15 to 44 years,±0.1,fairfax_county_virginiatotalmargin_of_error,Unknown
    16 years and over,±0.1,fairfax_county_virginiatotalmargin_of_error,Unknown
    18 years and over,±0.1,fairfax_county_virginiatotalmargin_of_error,Unknown
    60 years and over,±0.3,fairfax_county_virginiatotalmargin_of_error,Unknown
    62 years and over,±0.2,fairfax_county_virginiatotalmargin_of_error,Unknown
    65 years and over,±0.1,fairfax_county_virginiatotalmargin_of_error,Unknown
    75 years and over,±0.1,fairfax_county_virginiatotalmargin_of_error,Unknown
SUMMARY INDICATORS,,fairfax_county_virginiatotalmargin_of_error,Unknown
    Median age (years),±0.2,fairfax_county_virginiatotalmargin_of_error,Unknown
    Sex ratio (males per 100 females),±0.2,fairfax_county_virginiatotalmargin_of_error,Unknown
    Age dependency ratio,±0.1,fairfax_county_virginiatotalmargin_of_error,Unknown
    Old-Age dependency ratio,±0.1,fairfax_county_virginiatotalmargin_of_error,Unknown
    Child dependency ratio,±0.1,fairfax_county_virginiatotalmargin_of_error,Unknown
PERCENT IMPUTED,,fairfax_county_virginiatotalmargin_of_error,Unknown
    Sex,(X),fairfax_county_virginiatotalmargin_of_error,Unknown
    Age,(X),fairfax_county_virginiatotalmargin_of_error,Unknown
Total population,"565,709",fairfax_county_virginiamaleestimate,Unknown
AGE,,fairfax_county_virginiamaleestimate,Unknown
    Under 5 years,6.9%,fairfax_county_virginiamaleestimate,Unknown
    5 to 9 years,7.2%,fairfax_county_virginiamaleestimate,Unknown
    10 to 14 years,6.4%,fairfax_county_virginiamaleestimate,Unknown
    15 to 19 years,6.6%,fairfax_county_virginiamaleestimate,Unknown
    20 to 24 years,6.2%,fairfax_county_virginiamaleestimate,Unknown
    25 to 29 years,6.8%,fairfax_county_virginiamaleestimate,Unknown
    30 to 34 years,7.4%,fairfax_county_virginiamaleestimate,Unknown
    35 to 39 years,7.6%,fairfax_county_virginiamaleestimate,Unknown
    40 to 44 years,6.8%,fairfax_county_virginiamaleestimate,Unknown
    45 to 49 years,7.3%,fairfax_county_virginiamaleestimate,Unknown
    50 to 54 years,7.4%,fairfax_county_virginiamaleestimate,Unknown
    55 to 59 years,6.5%,fairfax_county_virginiamaleestimate,Unknown
    60 to 64 years,5.9%,fairfax_county_virginiamaleestimate,Unknown
    65 to 69 years,4.3%,fairfax_county_virginiamaleestimate,Unknown
    70 to 74 years,2.8%,fairfax_county_virginiamaleestimate,Unknown
    75 to 79 years,1.7%,fairfax_county_virginiamaleestimate,Unknown
    80 to 84 years,1.2%,fairfax_county_virginiamaleestimate,Unknown
    85 years and over,0.9%,fairfax_county_virginiamaleestimate,Unknown
SELECTED AGE CATEGORIES,,fairfax_county_virginiamaleestimate,Unknown
    5 to 14 years,13.6%,fairfax_county_virginiamaleestimate,Unknown
    15 to 17 years,4.1%,fairfax_county_virginiamaleestimate,Unknown
    18 to 24 years,8.7%,fairfax_county_virginiamaleestimate,Unknown
    15 to 44 years,41.4%,fairfax_county_virginiamaleestimate,Unknown
    16 years and over,78.0%,fairfax_county_virginiamaleestimate,Unknown
    18 years and over,75.4%,fairfax_county_virginiamaleestimate,Unknown
    60 years and over,16.9%,fairfax_county_virginiamaleestimate,Unknown
    62 years and over,14.4%,fairfax_county_virginiamaleestimate,Unknown
    65 years and over,11.0%,fairfax_county_virginiamaleestimate,Unknown
    75 years and over,3.9%,fairfax_county_virginiamaleestimate,Unknown
SUMMARY INDICATORS,,fairfax_county_virginiamaleestimate,Unknown
    Median age (years),36.5,fairfax_county_virginiamaleestimate,Unknown
    Sex ratio (males per 100 females),(X),fairfax_county_virginiamaleestimate,Unknown
    Age dependency ratio,(X),fairfax_county_virginiamaleestimate,Unknown
    Old-Age dependency ratio,(X),fairfax_county_virginiamaleestimate,Unknown
    Child dependency ratio,(X),fairfax_county_virginiamaleestimate,Unknown
PERCENT IMPUTED,,fairfax_county_virginiamaleestimate,Unknown
    Sex,(X),fairfax_county_virginiamaleestimate,Unknown
    Age,(X),fairfax_county_virginiamaleestimate,Unknown
Total population,±549,fairfax_county_virginiamalemargin_of_error,Unknown
AGE,,fairfax_county_virginiamalemargin_of_error,Unknown
    Under 5 years,±0.1,fairfax_county_virginiamalemargin_of_error,Unknown
    5 to 9 years,±0.4,fairfax_county_virginiamalemargin_of_error,Unknown
    10 to 14 years,±0.4,fairfax_county_virginiamalemargin_of_error,Unknown
    15 to 19 years,±0.1,fairfax_county_virginiamalemargin_of_error,Unknown
    20 to 24 years,±0.1,fairfax_county_virginiamalemargin_of_error,Unknown
    25 to 29 years,±0.1,fairfax_county_virginiamalemargin_of_error,Unknown
    30 to 34 years,±0.1,fairfax_county_virginiamalemargin_of_error,Unknown
    35 to 39 years,±0.5,fairfax_county_virginiamalemargin_of_error,Unknown
    40 to 44 years,±0.5,fairfax_county_virginiamalemargin_of_error,Unknown
    45 to 49 years,±0.1,fairfax_county_virginiamalemargin_of_error,Unknown
    50 to 54 years,±0.1,fairfax_county_virginiamalemargin_of_error,Unknown
    55 to 59 years,±0.4,fairfax_county_virginiamalemargin_of_error,Unknown
    60 to 64 years,±0.4,fairfax_county_virginiamalemargin_of_error,Unknown
    65 to 69 years,±0.2,fairfax_county_virginiamalemargin_of_error,Unknown
    70 to 74 years,±0.2,fairfax_county_virginiamalemargin_of_error,Unknown
    75 to 79 years,±0.2,fairfax_county_virginiamalemargin_of_error,Unknown
    80 to 84 years,±0.2,fairfax_county_virginiamalemargin_of_error,Unknown
    85 years and over,±0.2,fairfax_county_virginiamalemargin_of_error,Unknown
SELECTED AGE CATEGORIES,,fairfax_county_virginiamalemargin_of_error,Unknown
    5 to 14 years,±0.1,fairfax_county_virginiamalemargin_of_error,Unknown
    15 to 17 years,±0.1,fairfax_county_virginiamalemargin_of_error,Unknown
    18 to 24 years,±0.1,fairfax_county_virginiamalemargin_of_error,Unknown
    15 to 44 years,±0.1,fairfax_county_virginiamalemargin_of_error,Unknown
    16 years and over,±0.2,fairfax_county_virginiamalemargin_of_error,Unknown
    18 years and over,±0.1,fairfax_county_virginiamalemargin_of_error,Unknown
    60 years and over,±0.4,fairfax_county_virginiamalemargin_of_error,Unknown
    62 years and over,±0.3,fairfax_county_virginiamalemargin_of_error,Unknown
    65 years and over,±0.1,fairfax_county_virginiamalemargin_of_error,Unknown
    75 years and over,±0.1,fairfax_county_virginiamalemargin_of_error,Unknown
SUMMARY INDICATORS,,fairfax_county_virginiamalemargin_of_error,Unknown
    Median age (years),±0.2,fairfax_county_virginiamalemargin_of_error,Unknown
    Sex ratio (males per 100 females),(X),fairfax_county_virginiamalemargin_of_error,Unknown
    Age dependency ratio,(X),fairfax_county_virginiamalemargin_of_error,Unknown
    Old-Age dependency ratio,(X),fairfax_county_virginiamalemargin_of_error,Unknown
    Child dependency ratio,(X),fairfax_county_virginiamalemargin_of_error,Unknown
PERCENT IMPUTED,,fairfax_county_virginiamalemargin_of_error,Unknown
    Sex,(X),fairfax_county_virginiamalemargin_of_error,Unknown
    Age,(X),fairfax_county_virginiamalemargin_of_error,Unknown
Total population,"576,525",fairfax_county_virginiafemaleestimate,Unknown
AGE,,fairfax_county_virginiafemaleestimate,Unknown
    Under 5 years,6.5%,fairfax_county_virginiafemaleestimate,Unknown
    5 to 9 years,6.7%,fairfax_county_virginiafemaleestimate,Unknown
    10 to 14 years,6.0%,fairfax_county_virginiafemaleestimate,Unknown
    15 to 19 years,6.1%,fairfax_county_virginiafemaleestimate,Unknown
    20 to 24 years,5.9%,fairfax_county_virginiafemaleestimate,Unknown
    25 to 29 years,6.3%,fairfax_county_virginiafemaleestimate,Unknown
    30 to 34 years,7.2%,fairfax_county_virginiafemaleestimate,Unknown
    35 to 39 years,7.6%,fairfax_county_virginiafemaleestimate,Unknown
    40 to 44 years,7.1%,fairfax_county_virginiafemaleestimate,Unknown
    45 to 49 years,7.5%,fairfax_county_virginiafemaleestimate,Unknown
    50 to 54 years,7.6%,fairfax_county_virginiafemaleestimate,Unknown
    55 to 59 years,6.7%,fairfax_county_virginiafemaleestimate,Unknown
    60 to 64 years,6.1%,fairfax_county_virginiafemaleestimate,Unknown
    65 to 69 years,4.8%,fairfax_county_virginiafemaleestimate,Unknown
    70 to 74 years,2.8%,fairfax_county_virginiafemaleestimate,Unknown
    75 to 79 years,2.0%,fairfax_county_virginiafemaleestimate,Unknown
    80 to 84 years,1.5%,fairfax_county_virginiafemaleestimate,Unknown
    85 years and over,1.7%,fairfax_county_virginiafemaleestimate,Unknown
SELECTED AGE CATEGORIES,,fairfax_county_virginiafemaleestimate,Unknown
    5 to 14 years,12.7%,fairfax_county_virginiafemaleestimate,Unknown
    15 to 17 years,3.8%,fairfax_county_virginiafemaleestimate,Unknown
    18 to 24 years,8.1%,fairfax_county_virginiafemaleestimate,Unknown
    15 to 44 years,40.1%,fairfax_county_virginiafemaleestimate,Unknown
    16 years and over,79.5%,fairfax_county_virginiafemaleestimate,Unknown
    18 years and over,77.0%,fairfax_county_virginiafemaleestimate,Unknown
    60 years and over,18.9%,fairfax_county_virginiafemaleestimate,Unknown
    62 years and over,16.2%,fairfax_county_virginiafemaleestimate,Unknown
    65 years and over,12.8%,fairfax_county_virginiafemaleestimate,Unknown
    75 years and over,5.2%,fairfax_county_virginiafemaleestimate,Unknown
SUMMARY INDICATORS,,fairfax_county_virginiafemaleestimate,Unknown
    Median age (years),38.6,fairfax_county_virginiafemaleestimate,Unknown
    Sex ratio (males per 100 females),(X),fairfax_county_virginiafemaleestimate,Unknown
    Age dependency ratio,(X),fairfax_county_virginiafemaleestimate,Unknown
    Old-Age dependency ratio,(X),fairfax_county_virginiafemaleestimate,Unknown
    Child dependency ratio,(X),fairfax_county_virginiafemaleestimate,Unknown
PERCENT IMPUTED,,fairfax_county_virginiafemaleestimate,Unknown
    Sex,(X),fairfax_county_virginiafemaleestimate,Unknown
    Age,(X),fairfax_county_virginiafemaleestimate,Unknown
Total population,±549,fairfax_county_virginiafemalemargin_of_error,Unknown
AGE,,fairfax_county_virginiafemalemargin_of_error,Unknown
    Under 5 years,±0.1,fairfax_county_virginiafemalemargin_of_error,Unknown
    5 to 9 years,±0.4,fairfax_county_virginiafemalemargin_of_error,Unknown
    10 to 14 years,±0.4,fairfax_county_virginiafemalemargin_of_error,Unknown
    15 to 19 years,±0.1,fairfax_county_virginiafemalemargin_of_error,Unknown
    20 to 24 years,±0.1,fairfax_county_virginiafemalemargin_of_error,Unknown
    25 to 29 years,±0.1,fairfax_county_virginiafemalemargin_of_error,Unknown
    30 to 34 years,±0.1,fairfax_county_virginiafemalemargin_of_error,Unknown
    35 to 39 years,±0.4,fairfax_county_virginiafemalemargin_of_error,Unknown
    40 to 44 years,±0.4,fairfax_county_virginiafemalemargin_of_error,Unknown
    45 to 49 years,±0.1,fairfax_county_virginiafemalemargin_of_error,Unknown
    50 to 54 years,±0.1,fairfax_county_virginiafemalemargin_of_error,Unknown
    55 to 59 years,±0.3,fairfax_county_virginiafemalemargin_of_error,Unknown
    60 to 64 years,±0.3,fairfax_county_virginiafemalemargin_of_error,Unknown
    65 to 69 years,±0.2,fairfax_county_virginiafemalemargin_of_error,Unknown
    70 to 74 years,±0.2,fairfax_county_virginiafemalemargin_of_error,Unknown
    75 to 79 years,±0.2,fairfax_county_virginiafemalemargin_of_error,Unknown
    80 to 84 years,±0.2,fairfax_county_virginiafemalemargin_of_error,Unknown
    85 years and over,±0.2,fairfax_county_virginiafemalemargin_of_error,Unknown
SELECTED AGE CATEGORIES,,fairfax_county_virginiafemalemargin_of_error,Unknown
    5 to 14 years,±0.1,fairfax_county_virginiafemalemargin_of_error,Unknown
    15 to 17 years,±0.1,fairfax_county_virginiafemalemargin_of_error,Unknown
    18 to 24 years,±0.1,fairfax_county_virginiafemalemargin_of_error,Unknown
    15 to 44 years,±0.1,fairfax_county_virginiafemalemargin_of_error,Unknown
    16 years and over,±0.2,fairfax_county_virginiafemalemargin_of_error,Unknown
    18 years and over,±0.1,fairfax_county_virginiafemalemargin_of_error,Unknown
    60 years and over,±0.3,fairfax_county_virginiafemalemargin_of_error,Unknown
    62 years and over,±0.3,fairfax_county_virginiafemalemargin_of_error,Unknown
    65 years and over,±0.1,fairfax_county_virginiafemalemargin_of_error,Unknown
    75 years and over,±0.1,fairfax_county_virginiafemalemargin_of_error,Unknown
SUMMARY INDICATORS,,fairfax_county_virginiafemalemargin_of_error,Unknown
    Median age (years),±0.3,fairfax_county_virginiafemalemargin_of_error,Unknown
    Sex ratio (males per 100 females),(X),fairfax_county_virginiafemalemargin_of_error,Unknown
    Age dependency ratio,(X),fairfax_county_virginiafemalemargin_of_error,Unknown
    Old-Age dependency ratio,(X),fairfax_county_virginiafemalemargin_of_error,Unknown
    Child dependency ratio,(X),fairfax_county_virginiafemalemargin_of_error,Unknown
PERCENT IMPUTED,,fairfax_county_virginiafemalemargin_of_error,Unknown
    Sex,(X),fairfax_county_virginiafemalemargin_of_error,Unknown
    Age,(X),fairfax_county_virginiafemalemargin_of_error,Unknown
Total population,"375,629",loudoun_county_virginiatotalestimate,Unknown
AGE,,loudoun_county_virginiatotalestimate,Unknown
    Under 5 years,7.5%,loudoun_county_virginiatotalestimate,Unknown
    5 to 9 years,8.7%,loudoun_county_virginiatotalestimate,Unknown
    10 to 14 years,8.4%,loudoun_county_virginiatotalestimate,Unknown
    15 to 19 years,6.8%,loudoun_county_virginiatotalestimate,Unknown
    20 to 24 years,4.9%,loudoun_county_virginiatotalestimate,Unknown
    25 to 29 years,5.1%,loudoun_county_virginiatotalestimate,Unknown
    30 to 34 years,7.4%,loudoun_county_virginiatotalestimate,Unknown
    35 to 39 years,8.3%,loudoun_county_virginiatotalestimate,Unknown
    40 to 44 years,9.1%,loudoun_county_virginiatotalestimate,Unknown
    45 to 49 years,8.3%,loudoun_county_virginiatotalestimate,Unknown
    50 to 54 years,7.6%,loudoun_county_virginiatotalestimate,Unknown
    55 to 59 years,5.2%,loudoun_county_virginiatotalestimate,Unknown
    60 to 64 years,4.4%,loudoun_county_virginiatotalestimate,Unknown
    65 to 69 years,3.1%,loudoun_county_virginiatotalestimate,Unknown
    70 to 74 years,2.2%,loudoun_county_virginiatotalestimate,Unknown
    75 to 79 years,1.6%,loudoun_county_virginiatotalestimate,Unknown
    80 to 84 years,0.8%,loudoun_county_virginiatotalestimate,Unknown
    85 years and over,0.7%,loudoun_county_virginiatotalestimate,Unknown
SELECTED AGE CATEGORIES,,loudoun_county_virginiatotalestimate,Unknown
    5 to 14 years,17.1%,loudoun_county_virginiatotalestimate,Unknown
    15 to 17 years,4.5%,loudoun_county_virginiatotalestimate,Unknown
    18 to 24 years,7.2%,loudoun_county_virginiatotalestimate,Unknown
    15 to 44 years,41.7%,loudoun_county_virginiatotalestimate,Unknown
    16 years and over,73.7%,loudoun_county_virginiatotalestimate,Unknown
    18 years and over,70.9%,loudoun_county_virginiatotalestimate,Unknown
    60 years and over,12.7%,loudoun_county_virginiatotalestimate,Unknown
    62 years and over,10.8%,loudoun_county_virginiatotalestimate,Unknown
    65 years and over,8.3%,loudoun_county_virginiatotalestimate,Unknown
    75 years and over,3.0%,loudoun_county_virginiatotalestimate,Unknown
SUMMARY INDICATORS,,loudoun_county_virginiatotalestimate,Unknown
    Median age (years),35.8,loudoun_county_virginiatotalestimate,Unknown
    Sex ratio (males per 100 females),98.6,loudoun_county_virginiatotalestimate,Unknown
    Age dependency ratio,59.6,loudoun_county_virginiatotalestimate,Unknown
    Old-Age dependency ratio,13.2,loudoun_county_virginiatotalestimate,Unknown
    Child dependency ratio,46.4,loudoun_county_virginiatotalestimate,Unknown
PERCENT IMPUTED,,loudoun_county_virginiatotalestimate,Unknown
    Sex,0.0%,loudoun_county_virginiatotalestimate,Unknown
    Age,1.5%,loudoun_county_virginiatotalestimate,Unknown
Total population,*****,loudoun_county_virginiatotalmargin_of_error,Unknown
AGE,,loudoun_county_virginiatotalmargin_of_error,Unknown
    Under 5 years,±0.1,loudoun_county_virginiatotalmargin_of_error,Unknown
    5 to 9 years,±0.5,loudoun_county_virginiatotalmargin_of_error,Unknown
    10 to 14 years,±0.5,loudoun_county_virginiatotalmargin_of_error,Unknown
    15 to 19 years,±0.2,loudoun_county_virginiatotalmargin_of_error,Unknown
    20 to 24 years,±0.3,loudoun_county_virginiatotalmargin_of_error,Unknown
    25 to 29 years,±0.2,loudoun_county_virginiatotalmargin_of_error,Unknown
    30 to 34 years,±0.1,loudoun_county_virginiatotalmargin_of_error,Unknown
    35 to 39 years,±0.5,loudoun_county_virginiatotalmargin_of_error,Unknown
    40 to 44 years,±0.5,loudoun_county_virginiatotalmargin_of_error,Unknown
    45 to 49 years,±0.1,loudoun_county_virginiatotalmargin_of_error,Unknown
    50 to 54 years,±0.1,loudoun_county_virginiatotalmargin_of_error,Unknown
    55 to 59 years,±0.4,loudoun_county_virginiatotalmargin_of_error,Unknown
    60 to 64 years,±0.4,loudoun_county_virginiatotalmargin_of_error,Unknown
    65 to 69 years,±0.3,loudoun_county_virginiatotalmargin_of_error,Unknown
    70 to 74 years,±0.3,loudoun_county_virginiatotalmargin_of_error,Unknown
    75 to 79 years,±0.2,loudoun_county_virginiatotalmargin_of_error,Unknown
    80 to 84 years,±0.2,loudoun_county_virginiatotalmargin_of_error,Unknown
    85 years and over,±0.2,loudoun_county_virginiatotalmargin_of_error,Unknown
SELECTED AGE CATEGORIES,,loudoun_county_virginiatotalmargin_of_error,Unknown
    5 to 14 years,±0.1,loudoun_county_virginiatotalmargin_of_error,Unknown
    15 to 17 years,±0.1,loudoun_county_virginiatotalmargin_of_error,Unknown
    18 to 24 years,±0.2,loudoun_county_virginiatotalmargin_of_error,Unknown
    15 to 44 years,±0.1,loudoun_county_virginiatotalmargin_of_error,Unknown
    16 years and over,±0.3,loudoun_county_virginiatotalmargin_of_error,Unknown
    18 years and over,*****,loudoun_county_virginiatotalmargin_of_error,Unknown
    60 years and over,±0.4,loudoun_county_virginiatotalmargin_of_error,Unknown
    62 years and over,±0.4,loudoun_county_virginiatotalmargin_of_error,Unknown
    65 years and over,±0.1,loudoun_county_virginiatotalmargin_of_error,Unknown
    75 years and over,±0.2,loudoun_county_virginiatotalmargin_of_error,Unknown
SUMMARY INDICATORS,,loudoun_county_virginiatotalmargin_of_error,Unknown
    Median age (years),±0.2,loudoun_county_virginiatotalmargin_of_error,Unknown
    Sex ratio (males per 100 females),±0.1,loudoun_county_virginiatotalmargin_of_error,Unknown
    Age dependency ratio,±0.1,loudoun_county_virginiatotalmargin_of_error,Unknown
    Old-Age dependency ratio,±0.1,loudoun_county_virginiatotalmargin_of_error,Unknown
    Child dependency ratio,±0.1,loudoun_county_virginiatotalmargin_of_error,Unknown
PERCENT IMPUTED,,loudoun_county_virginiatotalmargin_of_error,Unknown
    Sex,(X),loudoun_county_virginiatotalmargin_of_error,Unknown
    Age,(X),loudoun_county_virginiatotalmargin_of_error,Unknown
Total population,"186,490",loudoun_county_virginiamaleestimate,Unknown
AGE,,loudoun_county_virginiamaleestimate,Unknown
