label_grouping,value,county,metric
        Owner-occupied,"94,477",loudoun_county_virginiaestimate,Unknown
        Renter-occupied,"26,082",loudoun_county_virginiaestimate,Unknown
    Average household size of owner-occupied unit,3.21,loudoun_county_virginiaestimate,Unknown
    Average household size of renter-occupied unit,2.71,loudoun_county_virginiaestimate,Unknown
YEAR HOUSEHOLDER MOVED INTO UNIT,,loudoun_county_virginiaestimate,Unknown
    Occupied housing units,"120,559",loudoun_county_virginiaestimate,Unknown
        Moved in 2015 or later,"7,369",loudoun_county_virginiaestimate,Unknown
        Moved in 2010 to 2014,"49,870",loudoun_county_virginiaestimate,Unknown
        Moved in 2000 to 2009,"43,307",loudoun_county_virginiaestimate,Unknown
        Moved in 1990 to 1999,"14,187",loudoun_county_virginiaestimate,Unknown
        Moved in 1980 to 1989,"3,991",loudoun_county_virginiaestimate,Unknown
        Moved in 1979 and earlier,"1,835",loudoun_county_virginiaestimate,Unknown
VEHICLES AVAILABLE,,loudoun_county_virginiaestimate,Unknown
    Occupied housing units,"120,559",loudoun_county_virginiaestimate,Unknown
        No vehicles available,"3,197",loudoun_county_virginiaestimate,Unknown
        1 vehicle available,"25,801",loudoun_county_virginiaestimate,Unknown
        2 vehicles available,"57,738",loudoun_county_virginiaestimate,Unknown
        3 or more vehicles available,"33,823",loudoun_county_virginiaestimate,Unknown
HOUSE HEATING FUEL,,loudoun_county_virginiaestimate,Unknown
    Occupied housing units,"120,559",loudoun_county_virginiaestimate,Unknown
        Utility gas,"72,163",loudoun_county_virginiaestimate,Unknown
"        Bottled, tank, or LP gas","7,863",loudoun_county_virginiaestimate,Unknown
        Electricity,"36,254",loudoun_county_virginiaestimate,Unknown
"        Fuel oil, kerosene, etc.","2,440",loudoun_county_virginiaestimate,Unknown
        Coal or coke,0,loudoun_county_virginiaestimate,Unknown
        Wood,"1,325",loudoun_county_virginiaestimate,Unknown
        Solar energy,73,loudoun_county_virginiaestimate,Unknown
        Other fuel,226,loudoun_county_virginiaestimate,Unknown
        No fuel used,215,loudoun_county_virginiaestimate,Unknown
SELECTED CHARACTERISTICS,,loudoun_county_virginiaestimate,Unknown
    Occupied housing units,"120,559",loudoun_county_virginiaestimate,Unknown
        Lacking complete plumbing facilities,472,loudoun_county_virginiaestimate,Unknown
        Lacking complete kitchen facilities,640,loudoun_county_virginiaestimate,Unknown
        No telephone service available,"1,119",loudoun_county_virginiaestimate,Unknown
OCCUPANTS PER ROOM,,loudoun_county_virginiaestimate,Unknown
    Occupied housing units,"120,559",loudoun_county_virginiaestimate,Unknown
        1.00 or less,"118,876",loudoun_county_virginiaestimate,Unknown
        1.01 to 1.50,"1,284",loudoun_county_virginiaestimate,Unknown
        1.51 or more,399,loudoun_county_virginiaestimate,Unknown
VALUE,,loudoun_county_virginiaestimate,Unknown
    Owner-occupied units,"94,477",loudoun_county_virginiaestimate,Unknown
"        Less than $50,000","1,348",loudoun_county_virginiaestimate,Unknown
"        $50,000 to $99,999",875,loudoun_county_virginiaestimate,Unknown
"        $100,000 to $149,999","1,219",loudoun_county_virginiaestimate,Unknown
"        $150,000 to $199,999","2,497",loudoun_county_virginiaestimate,Unknown
"        $200,000 to $299,999","8,692",loudoun_county_virginiaestimate,Unknown
"        $300,000 to $499,999","36,558",loudoun_county_virginiaestimate,Unknown
"        $500,000 to $999,999","39,994",loudoun_county_virginiaestimate,Unknown
"        $1,000,000 or more","3,294",loudoun_county_virginiaestimate,Unknown
        Median (dollars),"477,700",loudoun_county_virginiaestimate,Unknown
MORTGAGE STATUS,,loudoun_county_virginiaestimate,Unknown
    Owner-occupied units,"94,477",loudoun_county_virginiaestimate,Unknown
        Housing units with a mortgage,"81,640",loudoun_county_virginiaestimate,Unknown
        Housing units without a mortgage,"12,837",loudoun_county_virginiaestimate,Unknown
SELECTED MONTHLY OWNER COSTS (SMOC),,loudoun_county_virginiaestimate,Unknown
    Housing units with a mortgage,"81,640",loudoun_county_virginiaestimate,Unknown
        Less than $500,44,loudoun_county_virginiaestimate,Unknown
        $500 to $999,"2,705",loudoun_county_virginiaestimate,Unknown
"        $1,000 to $1,499","7,491",loudoun_county_virginiaestimate,Unknown
"        $1,500 to $1,999","11,057",loudoun_county_virginiaestimate,Unknown
"        $2,000 to $2,499","17,350",loudoun_county_virginiaestimate,Unknown
"        $2,500 to $2,999","16,014",loudoun_county_virginiaestimate,Unknown
"        $3,000 or more","26,979",loudoun_county_virginiaestimate,Unknown
        Median (dollars),"2,568",loudoun_county_virginiaestimate,Unknown
    Housing units without a mortgage,"12,837",loudoun_county_virginiaestimate,Unknown
        Less than $250,453,loudoun_county_virginiaestimate,Unknown
        $250 to $399,"1,107",loudoun_county_virginiaestimate,Unknown
        $400 to $599,"2,832",loudoun_county_virginiaestimate,Unknown
        $600 to $799,"3,101",loudoun_county_virginiaestimate,Unknown
        $800 to $999,"1,903",loudoun_county_virginiaestimate,Unknown
"        $1,000 or more","3,441",loudoun_county_virginiaestimate,Unknown
        Median (dollars),725,loudoun_county_virginiaestimate,Unknown
SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI),,loudoun_county_virginiaestimate,Unknown
    Housing units with a mortgage (excluding units where SMOCAPI cannot be computed),"81,292",loudoun_county_virginiaestimate,Unknown
        Less than 20.0 percent,"36,591",loudoun_county_virginiaestimate,Unknown
        20.0 to 24.9 percent,"15,220",loudoun_county_virginiaestimate,Unknown
        25.0 to 29.9 percent,"11,235",loudoun_county_virginiaestimate,Unknown
        30.0 to 34.9 percent,"5,269",loudoun_county_virginiaestimate,Unknown
        35.0 percent or more,"12,977",loudoun_county_virginiaestimate,Unknown
    Not computed,348,loudoun_county_virginiaestimate,Unknown
    Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed),"12,759",loudoun_county_virginiaestimate,Unknown
        Less than 10.0 percent,"7,113",loudoun_county_virginiaestimate,Unknown
        10.0 to 14.9 percent,"1,836",loudoun_county_virginiaestimate,Unknown
        15.0 to 19.9 percent,951,loudoun_county_virginiaestimate,Unknown
        20.0 to 24.9 percent,640,loudoun_county_virginiaestimate,Unknown
        25.0 to 29.9 percent,447,loudoun_county_virginiaestimate,Unknown
        30.0 to 34.9 percent,271,loudoun_county_virginiaestimate,Unknown
        35.0 percent or more,"1,501",loudoun_county_virginiaestimate,Unknown
    Not computed,78,loudoun_county_virginiaestimate,Unknown
GROSS RENT,,loudoun_county_virginiaestimate,Unknown
    Occupied units paying rent,N,loudoun_county_virginiaestimate,Unknown
        Less than $500,N,loudoun_county_virginiaestimate,Unknown
        $500 to $999,N,loudoun_county_virginiaestimate,Unknown
"        $1,000 to $1,499",N,loudoun_county_virginiaestimate,Unknown
"        $1,500 to $1,999",N,loudoun_county_virginiaestimate,Unknown
"        $2,000 to $2,499",N,loudoun_county_virginiaestimate,Unknown
"        $2,500 to $2,999",N,loudoun_county_virginiaestimate,Unknown
"        $3,000 or more",N,loudoun_county_virginiaestimate,Unknown
        Median (dollars),"1,676",loudoun_county_virginiaestimate,Unknown
    No rent paid,N,loudoun_county_virginiaestimate,Unknown
GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI),,loudoun_county_virginiaestimate,Unknown
    Occupied units paying rent (excluding units where GRAPI cannot be computed),"24,551",loudoun_county_virginiaestimate,Unknown
        Less than 15.0 percent,"2,733",loudoun_county_virginiaestimate,Unknown
        15.0 to 19.9 percent,"3,287",loudoun_county_virginiaestimate,Unknown
        20.0 to 24.9 percent,"4,596",loudoun_county_virginiaestimate,Unknown
        25.0 to 29.9 percent,"2,433",loudoun_county_virginiaestimate,Unknown
        30.0 to 34.9 percent,"2,075",loudoun_county_virginiaestimate,Unknown
        35.0 percent or more,"9,427",loudoun_county_virginiaestimate,Unknown
    Not computed,"1,531",loudoun_county_virginiaestimate,Unknown
HOUSING OCCUPANCY,,loudoun_county_virginiamargin_of_error,Unknown
    Total housing units,±374,loudoun_county_virginiamargin_of_error,Unknown
        Occupied housing units,"±1,405",loudoun_county_virginiamargin_of_error,Unknown
        Vacant housing units,"±1,345",loudoun_county_virginiamargin_of_error,Unknown
    Homeowner vacancy rate,±0.7,loudoun_county_virginiamargin_of_error,Unknown
    Rental vacancy rate,±2.7,loudoun_county_virginiamargin_of_error,Unknown
UNITS IN STRUCTURE,,loudoun_county_virginiamargin_of_error,Unknown
    Total housing units,±374,loudoun_county_virginiamargin_of_error,Unknown
"        1-unit, detached","±2,439",loudoun_county_virginiamargin_of_error,Unknown
"        1-unit, attached","±2,366",loudoun_county_virginiamargin_of_error,Unknown
        2 units,±354,loudoun_county_virginiamargin_of_error,Unknown
        3 or 4 units,±877,loudoun_county_virginiamargin_of_error,Unknown
        5 to 9 units,"±1,030",loudoun_county_virginiamargin_of_error,Unknown
        10 to 19 units,"±1,677",loudoun_county_virginiamargin_of_error,Unknown
        20 or more units,±920,loudoun_county_virginiamargin_of_error,Unknown
        Mobile home,±648,loudoun_county_virginiamargin_of_error,Unknown
"        Boat, RV, van, etc.",±427,loudoun_county_virginiamargin_of_error,Unknown
YEAR STRUCTURE BUILT,,loudoun_county_virginiamargin_of_error,Unknown
    Total housing units,±374,loudoun_county_virginiamargin_of_error,Unknown
        Built 2014 or later,±687,loudoun_county_virginiamargin_of_error,Unknown
        Built 2010 to 2013,"±1,456",loudoun_county_virginiamargin_of_error,Unknown
        Built 2000 to 2009,"±2,407",loudoun_county_virginiamargin_of_error,Unknown
        Built 1990 to 1999,"±2,026",loudoun_county_virginiamargin_of_error,Unknown
        Built 1980 to 1989,"±1,985",loudoun_county_virginiamargin_of_error,Unknown
        Built 1970 to 1979,"±1,279",loudoun_county_virginiamargin_of_error,Unknown
        Built 1960 to 1969,"±1,024",loudoun_county_virginiamargin_of_error,Unknown
        Built 1950 to 1959,"±1,070",loudoun_county_virginiamargin_of_error,Unknown
        Built 1940 to 1949,±258,loudoun_county_virginiamargin_of_error,Unknown
        Built 1939 or earlier,±908,loudoun_county_virginiamargin_of_error,Unknown
ROOMS,,loudoun_county_virginiamargin_of_error,Unknown
    Total housing units,±374,loudoun_county_virginiamargin_of_error,Unknown
        1 room,±504,loudoun_county_virginiamargin_of_error,Unknown
        2 rooms,±674,loudoun_county_virginiamargin_of_error,Unknown
        3 rooms,"±1,506",loudoun_county_virginiamargin_of_error,Unknown
        4 rooms,"±1,515",loudoun_county_virginiamargin_of_error,Unknown
        5 rooms,"±1,704",loudoun_county_virginiamargin_of_error,Unknown
        6 rooms,"±2,105",loudoun_county_virginiamargin_of_error,Unknown
        7 rooms,"±1,531",loudoun_county_virginiamargin_of_error,Unknown
        8 rooms,"±1,541",loudoun_county_virginiamargin_of_error,Unknown
        9 rooms or more,"±2,177",loudoun_county_virginiamargin_of_error,Unknown
        Median rooms,±0.2,loudoun_county_virginiamargin_of_error,Unknown
BEDROOMS,,loudoun_county_virginiamargin_of_error,Unknown
    Total housing units,±374,loudoun_county_virginiamargin_of_error,Unknown
        No bedroom,±504,loudoun_county_virginiamargin_of_error,Unknown
        1 bedroom,"±1,155",loudoun_county_virginiamargin_of_error,Unknown
        2 bedrooms,"±1,955",loudoun_county_virginiamargin_of_error,Unknown
        3 bedrooms,"±2,491",loudoun_county_virginiamargin_of_error,Unknown
        4 bedrooms,"±2,191",loudoun_county_virginiamargin_of_error,Unknown
        5 or more bedrooms,"±1,622",loudoun_county_virginiamargin_of_error,Unknown
HOUSING TENURE,,loudoun_county_virginiamargin_of_error,Unknown
    Occupied housing units,"±1,405",loudoun_county_virginiamargin_of_error,Unknown
        Owner-occupied,"±2,424",loudoun_county_virginiamargin_of_error,Unknown
        Renter-occupied,"±2,487",loudoun_county_virginiamargin_of_error,Unknown
    Average household size of owner-occupied unit,±0.06,loudoun_county_virginiamargin_of_error,Unknown
    Average household size of renter-occupied unit,±0.15,loudoun_county_virginiamargin_of_error,Unknown
YEAR HOUSEHOLDER MOVED INTO UNIT,,loudoun_county_virginiamargin_of_error,Unknown
    Occupied housing units,"±1,405",loudoun_county_virginiamargin_of_error,Unknown
        Moved in 2015 or later,"±1,320",loudoun_county_virginiamargin_of_error,Unknown
        Moved in 2010 to 2014,"±2,551",loudoun_county_virginiamargin_of_error,Unknown
        Moved in 2000 to 2009,"±2,697",loudoun_county_virginiamargin_of_error,Unknown
        Moved in 1990 to 1999,"±1,696",loudoun_county_virginiamargin_of_error,Unknown
        Moved in 1980 to 1989,±813,loudoun_county_virginiamargin_of_error,Unknown
        Moved in 1979 and earlier,±561,loudoun_county_virginiamargin_of_error,Unknown
VEHICLES AVAILABLE,,loudoun_county_virginiamargin_of_error,Unknown
    Occupied housing units,"±1,405",loudoun_county_virginiamargin_of_error,Unknown
        No vehicles available,±776,loudoun_county_virginiamargin_of_error,Unknown
        1 vehicle available,"±2,405",loudoun_county_virginiamargin_of_error,Unknown
        2 vehicles available,"±2,522",loudoun_county_virginiamargin_of_error,Unknown
        3 or more vehicles available,"±2,349",loudoun_county_virginiamargin_of_error,Unknown
HOUSE HEATING FUEL,,loudoun_county_virginiamargin_of_error,Unknown
    Occupied housing units,"±1,405",loudoun_county_virginiamargin_of_error,Unknown
        Utility gas,"±2,633",loudoun_county_virginiamargin_of_error,Unknown
"        Bottled, tank, or LP gas","±1,007",loudoun_county_virginiamargin_of_error,Unknown
        Electricity,"±2,602",loudoun_county_virginiamargin_of_error,Unknown
"        Fuel oil, kerosene, etc.",±672,loudoun_county_virginiamargin_of_error,Unknown
        Coal or coke,±197,loudoun_county_virginiamargin_of_error,Unknown
        Wood,±514,loudoun_county_virginiamargin_of_error,Unknown
        Solar energy,±132,loudoun_county_virginiamargin_of_error,Unknown
        Other fuel,±167,loudoun_county_virginiamargin_of_error,Unknown
        No fuel used,±236,loudoun_county_virginiamargin_of_error,Unknown
SELECTED CHARACTERISTICS,,loudoun_county_virginiamargin_of_error,Unknown
    Occupied housing units,"±1,405",loudoun_county_virginiamargin_of_error,Unknown
        Lacking complete plumbing facilities,±402,loudoun_county_virginiamargin_of_error,Unknown
        Lacking complete kitchen facilities,±397,loudoun_county_virginiamargin_of_error,Unknown
        No telephone service available,±450,loudoun_county_virginiamargin_of_error,Unknown
OCCUPANTS PER ROOM,,loudoun_county_virginiamargin_of_error,Unknown
    Occupied housing units,"±1,405",loudoun_county_virginiamargin_of_error,Unknown
        1.00 or less,"±1,424",loudoun_county_virginiamargin_of_error,Unknown
        1.01 to 1.50,±712,loudoun_county_virginiamargin_of_error,Unknown
        1.51 or more,±249,loudoun_county_virginiamargin_of_error,Unknown
VALUE,,loudoun_county_virginiamargin_of_error,Unknown
    Owner-occupied units,"±2,424",loudoun_county_virginiamargin_of_error,Unknown
"        Less than $50,000",±705,loudoun_county_virginiamargin_of_error,Unknown
"        $50,000 to $99,999",±460,loudoun_county_virginiamargin_of_error,Unknown
"        $100,000 to $149,999",±509,loudoun_county_virginiamargin_of_error,Unknown
"        $150,000 to $199,999",±731,loudoun_county_virginiamargin_of_error,Unknown
"        $200,000 to $299,999","±1,358",loudoun_county_virginiamargin_of_error,Unknown
"        $300,000 to $499,999","±2,392",loudoun_county_virginiamargin_of_error,Unknown
"        $500,000 to $999,999","±2,146",loudoun_county_virginiamargin_of_error,Unknown
"        $1,000,000 or more",±709,loudoun_county_virginiamargin_of_error,Unknown
        Median (dollars),"±10,398",loudoun_county_virginiamargin_of_error,Unknown
MORTGAGE STATUS,,loudoun_county_virginiamargin_of_error,Unknown
    Owner-occupied units,"±2,424",loudoun_county_virginiamargin_of_error,Unknown
        Housing units with a mortgage,"±2,551",loudoun_county_virginiamargin_of_error,Unknown
        Housing units without a mortgage,"±1,238",loudoun_county_virginiamargin_of_error,Unknown
SELECTED MONTHLY OWNER COSTS (SMOC),,loudoun_county_virginiamargin_of_error,Unknown
    Housing units with a mortgage,"±2,551",loudoun_county_virginiamargin_of_error,Unknown
        Less than $500,±73,loudoun_county_virginiamargin_of_error,Unknown
        $500 to $999,±902,loudoun_county_virginiamargin_of_error,Unknown
"        $1,000 to $1,499","±1,197",loudoun_county_virginiamargin_of_error,Unknown
"        $1,500 to $1,999","±1,549",loudoun_county_virginiamargin_of_error,Unknown
"        $2,000 to $2,499","±1,794",loudoun_county_virginiamargin_of_error,Unknown
"        $2,500 to $2,999","±1,810",loudoun_county_virginiamargin_of_error,Unknown
"        $3,000 or more","±1,878",loudoun_county_virginiamargin_of_error,Unknown
        Median (dollars),±52,loudoun_county_virginiamargin_of_error,Unknown
    Housing units without a mortgage,"±1,238",loudoun_county_virginiamargin_of_error,Unknown
        Less than $250,±242,loudoun_county_virginiamargin_of_error,Unknown
        $250 to $399,±530,loudoun_county_virginiamargin_of_error,Unknown
        $400 to $599,±622,loudoun_county_virginiamargin_of_error,Unknown
        $600 to $799,±781,loudoun_county_virginiamargin_of_error,Unknown
        $800 to $999,±503,loudoun_county_virginiamargin_of_error,Unknown
"        $1,000 or more",±760,loudoun_county_virginiamargin_of_error,Unknown
        Median (dollars),±51,loudoun_county_virginiamargin_of_error,Unknown
SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI),,loudoun_county_virginiamargin_of_error,Unknown
    Housing units with a mortgage (excluding units where SMOCAPI cannot be computed),"±2,528",loudoun_county_virginiamargin_of_error,Unknown
        Less than 20.0 percent,"±2,241",loudoun_county_virginiamargin_of_error,Unknown
        20.0 to 24.9 percent,"±1,428",loudoun_county_virginiamargin_of_error,Unknown
        25.0 to 29.9 percent,"±1,433",loudoun_county_virginiamargin_of_error,Unknown
        30.0 to 34.9 percent,"±1,204",loudoun_county_virginiamargin_of_error,Unknown
        35.0 percent or more,"±1,676",loudoun_county_virginiamargin_of_error,Unknown
    Not computed,±252,loudoun_county_virginiamargin_of_error,Unknown
    Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed),"±1,246",loudoun_county_virginiamargin_of_error,Unknown
        Less than 10.0 percent,"±1,085",loudoun_county_virginiamargin_of_error,Unknown
        10.0 to 14.9 percent,±606,loudoun_county_virginiamargin_of_error,Unknown
        15.0 to 19.9 percent,±349,loudoun_county_virginiamargin_of_error,Unknown
        20.0 to 24.9 percent,±349,loudoun_county_virginiamargin_of_error,Unknown
        25.0 to 29.9 percent,±297,loudoun_county_virginiamargin_of_error,Unknown
        30.0 to 34.9 percent,±238,loudoun_county_virginiamargin_of_error,Unknown
        35.0 percent or more,±646,loudoun_county_virginiamargin_of_error,Unknown
    Not computed,±99,loudoun_county_virginiamargin_of_error,Unknown
GROSS RENT,,loudoun_county_virginiamargin_of_error,Unknown
    Occupied units paying rent,N,loudoun_county_virginiamargin_of_error,Unknown
        Less than $500,N,loudoun_county_virginiamargin_of_error,Unknown
        $500 to $999,N,loudoun_county_virginiamargin_of_error,Unknown
"        $1,000 to $1,499",N,loudoun_county_virginiamargin_of_error,Unknown
"        $1,500 to $1,999",N,loudoun_county_virginiamargin_of_error,Unknown
"        $2,000 to $2,499",N,loudoun_county_virginiamargin_of_error,Unknown
"        $2,500 to $2,999",N,loudoun_county_virginiamargin_of_error,Unknown
"        $3,000 or more",N,loudoun_county_virginiamargin_of_error,Unknown
        Median (dollars),±67,loudoun_county_virginiamargin_of_error,Unknown
    No rent paid,N,loudoun_county_virginiamargin_of_error,Unknown
GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI),,loudoun_county_virginiamargin_of_error,Unknown
    Occupied units paying rent (excluding units where GRAPI cannot be computed),"±2,453",loudoun_county_virginiamargin_of_error,Unknown
        Less than 15.0 percent,±757,loudoun_county_virginiamargin_of_error,Unknown
        15.0 to 19.9 percent,"±1,121",loudoun_county_virginiamargin_of_error,Unknown
        20.0 to 24.9 percent,"±1,128",loudoun_county_virginiamargin_of_error,Unknown
        25.0 to 29.9 percent,±815,loudoun_county_virginiamargin_of_error,Unknown
        30.0 to 34.9 percent,±833,loudoun_county_virginiamargin_of_error,Unknown
        35.0 percent or more,"±1,768",loudoun_county_virginiamargin_of_error,Unknown
    Not computed,±772,loudoun_county_virginiamargin_of_error,Unknown
HOUSING OCCUPANCY,,loudoun_county_virginiapercent,Unknown
    Total housing units,"126,508",loudoun_county_virginiapercent,Unknown
        Occupied housing units,95.3%,loudoun_county_virginiapercent,Unknown
        Vacant housing units,4.7%,loudoun_county_virginiapercent,Unknown
    Homeowner vacancy rate,(X),loudoun_county_virginiapercent,Unknown
    Rental vacancy rate,(X),loudoun_county_virginiapercent,Unknown
UNITS IN STRUCTURE,,loudoun_county_virginiapercent,Unknown
    Total housing units,"126,508",loudoun_county_virginiapercent,Unknown
"        1-unit, detached",53.5%,loudoun_county_virginiapercent,Unknown
"        1-unit, attached",28.1%,loudoun_county_virginiapercent,Unknown
        2 units,0.5%,loudoun_county_virginiapercent,Unknown
        3 or 4 units,1.3%,loudoun_county_virginiapercent,Unknown
        5 to 9 units,3.5%,loudoun_county_virginiapercent,Unknown
        10 to 19 units,8.3%,loudoun_county_virginiapercent,Unknown
        20 or more units,4.0%,loudoun_county_virginiapercent,Unknown
        Mobile home,0.7%,loudoun_county_virginiapercent,Unknown
"        Boat, RV, van, etc.",0.2%,loudoun_county_virginiapercent,Unknown
YEAR STRUCTURE BUILT,,loudoun_county_virginiapercent,Unknown
    Total housing units,"126,508",loudoun_county_virginiapercent,Unknown
        Built 2014 or later,1.9%,loudoun_county_virginiapercent,Unknown
        Built 2010 to 2013,9.7%,loudoun_county_virginiapercent,Unknown
        Built 2000 to 2009,32.5%,loudoun_county_virginiapercent,Unknown
        Built 1990 to 1999,27.0%,loudoun_county_virginiapercent,Unknown
        Built 1980 to 1989,12.5%,loudoun_county_virginiapercent,Unknown
        Built 1970 to 1979,7.3%,loudoun_county_virginiapercent,Unknown
        Built 1960 to 1969,3.3%,loudoun_county_virginiapercent,Unknown
        Built 1950 to 1959,2.8%,loudoun_county_virginiapercent,Unknown
        Built 1940 to 1949,0.4%,loudoun_county_virginiapercent,Unknown
        Built 1939 or earlier,2.6%,loudoun_county_virginiapercent,Unknown
ROOMS,,loudoun_county_virginiapercent,Unknown
    Total housing units,"126,508",loudoun_county_virginiapercent,Unknown
        1 room,0.7%,loudoun_county_virginiapercent,Unknown
        2 rooms,1.0%,loudoun_county_virginiapercent,Unknown
        3 rooms,5.1%,loudoun_county_virginiapercent,Unknown
        4 rooms,8.3%,loudoun_county_virginiapercent,Unknown
        5 rooms,11.1%,loudoun_county_virginiapercent,Unknown
        6 rooms,15.9%,loudoun_county_virginiapercent,Unknown
        7 rooms,11.1%,loudoun_county_virginiapercent,Unknown
        8 rooms,10.2%,loudoun_county_virginiapercent,Unknown
        9 rooms or more,36.7%,loudoun_county_virginiapercent,Unknown
        Median rooms,(X),loudoun_county_virginiapercent,Unknown
BEDROOMS,,loudoun_county_virginiapercent,Unknown
    Total housing units,"126,508",loudoun_county_virginiapercent,Unknown
        No bedroom,0.7%,loudoun_county_virginiapercent,Unknown
        1 bedroom,4.9%,loudoun_county_virginiapercent,Unknown
        2 bedrooms,15.7%,loudoun_county_virginiapercent,Unknown
        3 bedrooms,31.6%,loudoun_county_virginiapercent,Unknown
        4 bedrooms,32.0%,loudoun_county_virginiapercent,Unknown
        5 or more bedrooms,15.1%,loudoun_county_virginiapercent,Unknown
HOUSING TENURE,,loudoun_county_virginiapercent,Unknown
    Occupied housing units,"120,559",loudoun_county_virginiapercent,Unknown
        Owner-occupied,78.4%,loudoun_county_virginiapercent,Unknown
        Renter-occupied,21.6%,loudoun_county_virginiapercent,Unknown
    Average household size of owner-occupied unit,(X),loudoun_county_virginiapercent,Unknown
    Average household size of renter-occupied unit,(X),loudoun_county_virginiapercent,Unknown
YEAR HOUSEHOLDER MOVED INTO UNIT,,loudoun_county_virginiapercent,Unknown
    Occupied housing units,"120,559",loudoun_county_virginiapercent,Unknown
        Moved in 2015 or later,6.1%,loudoun_county_virginiapercent,Unknown
        Moved in 2010 to 2014,41.4%,loudoun_county_virginiapercent,Unknown
        Moved in 2000 to 2009,35.9%,loudoun_county_virginiapercent,Unknown
        Moved in 1990 to 1999,11.8%,loudoun_county_virginiapercent,Unknown
        Moved in 1980 to 1989,3.3%,loudoun_county_virginiapercent,Unknown
        Moved in 1979 and earlier,1.5%,loudoun_county_virginiapercent,Unknown
VEHICLES AVAILABLE,,loudoun_county_virginiapercent,Unknown
    Occupied housing units,"120,559",loudoun_county_virginiapercent,Unknown
        No vehicles available,2.7%,loudoun_county_virginiapercent,Unknown
        1 vehicle available,21.4%,loudoun_county_virginiapercent,Unknown
        2 vehicles available,47.9%,loudoun_county_virginiapercent,Unknown
        3 or more vehicles available,28.1%,loudoun_county_virginiapercent,Unknown
HOUSE HEATING FUEL,,loudoun_county_virginiapercent,Unknown
    Occupied housing units,"120,559",loudoun_county_virginiapercent,Unknown
        Utility gas,59.9%,loudoun_county_virginiapercent,Unknown
"        Bottled, tank, or LP gas",6.5%,loudoun_county_virginiapercent,Unknown
        Electricity,30.1%,loudoun_county_virginiapercent,Unknown
"        Fuel oil, kerosene, etc.",2.0%,loudoun_county_virginiapercent,Unknown
        Coal or coke,0.0%,loudoun_county_virginiapercent,Unknown
        Wood,1.1%,loudoun_county_virginiapercent,Unknown
        Solar energy,0.1%,loudoun_county_virginiapercent,Unknown
        Other fuel,0.2%,loudoun_county_virginiapercent,Unknown
        No fuel used,0.2%,loudoun_county_virginiapercent,Unknown
SELECTED CHARACTERISTICS,,loudoun_county_virginiapercent,Unknown
    Occupied housing units,"120,559",loudoun_county_virginiapercent,Unknown
        Lacking complete plumbing facilities,0.4%,loudoun_county_virginiapercent,Unknown
        Lacking complete kitchen facilities,0.5%,loudoun_county_virginiapercent,Unknown
        No telephone service available,0.9%,loudoun_county_virginiapercent,Unknown
OCCUPANTS PER ROOM,,loudoun_county_virginiapercent,Unknown
    Occupied housing units,"120,559",loudoun_county_virginiapercent,Unknown
        1.00 or less,98.6%,loudoun_county_virginiapercent,Unknown
        1.01 to 1.50,1.1%,loudoun_county_virginiapercent,Unknown
        1.51 or more,0.3%,loudoun_county_virginiapercent,Unknown
VALUE,,loudoun_county_virginiapercent,Unknown
    Owner-occupied units,"94,477",loudoun_county_virginiapercent,Unknown
"        Less than $50,000",1.4%,loudoun_county_virginiapercent,Unknown
"        $50,000 to $99,999",0.9%,loudoun_county_virginiapercent,Unknown
"        $100,000 to $149,999",1.3%,loudoun_county_virginiapercent,Unknown
"        $150,000 to $199,999",2.6%,loudoun_county_virginiapercent,Unknown
"        $200,000 to $299,999",9.2%,loudoun_county_virginiapercent,Unknown
"        $300,000 to $499,999",38.7%,loudoun_county_virginiapercent,Unknown
"        $500,000 to $999,999",42.3%,loudoun_county_virginiapercent,Unknown
"        $1,000,000 or more",3.5%,loudoun_county_virginiapercent,Unknown
        Median (dollars),(X),loudoun_county_virginiapercent,Unknown
MORTGAGE STATUS,,loudoun_county_virginiapercent,Unknown
    Owner-occupied units,"94,477",loudoun_county_virginiapercent,Unknown
        Housing units with a mortgage,86.4%,loudoun_county_virginiapercent,Unknown
        Housing units without a mortgage,13.6%,loudoun_county_virginiapercent,Unknown
SELECTED MONTHLY OWNER COSTS (SMOC),,loudoun_county_virginiapercent,Unknown
    Housing units with a mortgage,"81,640",loudoun_county_virginiapercent,Unknown
        Less than $500,0.1%,loudoun_county_virginiapercent,Unknown
        $500 to $999,3.3%,loudoun_county_virginiapercent,Unknown
"        $1,000 to $1,499",9.2%,loudoun_county_virginiapercent,Unknown
"        $1,500 to $1,999",13.5%,loudoun_county_virginiapercent,Unknown
"        $2,000 to $2,499",21.3%,loudoun_county_virginiapercent,Unknown
"        $2,500 to $2,999",19.6%,loudoun_county_virginiapercent,Unknown
"        $3,000 or more",33.0%,loudoun_county_virginiapercent,Unknown
